"Санкт-Петербург, Лиговский проспект, 65, Владимирский округ, Санкт-Петербург",110.2,6/7,5399,9450000,4,7,
"Санкт-Петербург, улица Бурцева, 13, подъезд 2, Ульянка, Санкт-Петербург",49.0,3/5,5401,4550000,4,5,1968
"Казначейская ул., д.3, Сенной округ, Санкт-Петербург",163.0,3/7,5402,23070000,5,7,1905
"посёлок Шушары, Пушкинский район, Санкт-Петербург, Школьная улица, 6к2, Пушкин, Санкт-Петербург",38.0,16/18,5404,3650000,1,20,2018
"Санкт-Петербург, Туристская улица, 24/42, № 65, Санкт-Петербург",41.0,15/17,5406,6289000,1,16,2011
"Санкт-Петербург, Люблинский переулок, 1, Коломна, Санкт-Петербург",60.0,4/5,5418,7480000,1,5,1896
"Типанова ул, 27/39, Гагаринское, Санкт-Петербург",105.0,9/24,5419,17500000,3,26,2011
"Санкт-Петербург, проспект Королёва, 61, Коломяги, Санкт-Петербург",43.9,9/24,5423,5100000,1,24,2010
"Санкт-Петербург, проспект Авиаконструкторов, 13к1, Озеро Долгое, Санкт-Петербург",16.0,1/9,5424,1980000,0,9,1987
"Санкт-Петербург, Юнтоловский проспект, 53к4, Лахта-Ольгино, Санкт-Петербург",78.9,2/5,5425,7000000,3,5,2014
"Санкт-Петербург, проспект Маршала Блюхера, 7к3, Финляндский округ, Санкт-Петербург",39.0,3/10,5432,5400000,1,16,2017
"Санкт-Петербург, проспект Просвещения, 43, № 15, Санкт-Петербург",62.7,3/21,5434,6495000,2,29,2017
"Санкт-Петербург, Вёсельная улица, 10, Гавань, Санкт-Петербург",80.3,5/5,5438,13900000,3,5,1956
"Санкт-Петербург, Караваевская улица, 36, Рыбацкое, Санкт-Петербург",48.0,6/10,5445,5500000,1,10,2000
"Дальневосточный пр-кт, 10к1, Правобережный, Санкт-Петербург",98.0,13/15,5460,8200000,3,16,2016
"Санкт-Петербург, Арцеуловская аллея, 23к1, Коломяги, Санкт-Петербург",35.3,1/19,5466,4290000,1,21,2017
"Санкт-Петербург, Гагаринская улица, 34, Литейный округ, Санкт-Петербург",173.0,4/4,5468,25000000,7,4,1802
"Кирочная ул, 24, Литейный округ, Санкт-Петербург",144.5,6/6,5471,18500000,4,5,1904
"Дибуновская ул, 50, Чёрная речка, Санкт-Петербург",107.6,8/15,5472,16000000,3,25,2005
"ул. Шоссе в Лаврики, д. 85, Санкт-Петербург",74.6,12/18,5475,5500000,3,18,2015
"Санкт-Петербург, улица Новосёлов, 63, Народный, Санкт-Петербург",45.0,2/5,5478,4000000,2,5,1962
"Бассейная ул, 75, Гагаринское, Санкт-Петербург",58.1,5/5,5481,10000000,3,5,1962
"Санкт-Петербург, Выборгское шоссе, 15, Шувалово-Озерки, Санкт-Петербург",41.0,20/20,5482,5950000,1,28,2012
"Большой Сампсониевский пр-кт, 4, Сампсониевское, Санкт-Петербург",45.0,5/23,5487,9000000,1,23,2008
"Заозёрная ул, 3, Московская застава, Санкт-Петербург",71.7,4/14,5493,11700000,2,6,1905
"Петровский пр-кт, 5, Петровский округ, Санкт-Петербург",76.7,6/10,5495,13844350,2,12,2017
"Петровский пр-кт, 5, Петровский округ, Санкт-Петербург",76.7,2/10,5496,13077500,1,12,2017
"Гагаринская ул, 3, Литейный округ, Санкт-Петербург",105.9,1/6,5499,10000000,3,6,1917
"Санкт-Петербург, Кирочная улица, 57, Смольнинское, Санкт-Петербург",77.0,7/9,5500,17997000,2,10,2016
"Петровский пр-кт, 5, Петровский округ, Санкт-Петербург",155.1,9/10,5502,29546550,4,12,2017
"Санкт-Петербург, Пионерская улица, 50, Петровский округ, Санкт-Петербург",42.5,9/11,5505,7800000,1,14,2012
"проспект Большой Петроградской стороны 69, Кронверкское, Санкт-Петербург",39.7,1/5,5508,8100000,1,,1910
"Санкт-Петербург, м. Проспект Ветеранов, Кировский район, улица Лёни Голикова, д.43, Дачное, Санкт-Петербург",49.1,5/5,5509,4380000,4,5,1967
"Рентгена ул, 19, Посадский, Санкт-Петербург",154.8,6/9,5510,26000500,4,9,2018
"Санкт-Петербург, Афанасьевская улица, 1, Коломяги, Санкт-Петербург",180.6,10/10,5520,16501000,3,10,2011
"Санкт-Петербург, Союзный проспект, 4, Правобережный, Санкт-Петербург",25.0,10/15,5522,3650000,0,15,2014
"Санкт-Петербург, проспект Большевиков, 61к1, Народный, Санкт-Петербург",48.0,5/9,5523,6000000,2,,
"Санкт-Петербург, улица Союза Печатников, 17Г, Коломна, Санкт-Петербург",57.0,4/5,5525,6200000,3,5,1859
"Санкт-Петербург, Красное Село, Красное Село, Санкт-Петербург",24.0,2/12,5529,1500000,0,4,2007
"Кременчугская ул, 9к2, Лиговка-Ямская, Санкт-Петербург",43.0,5/9,5531,8100000,1,9,2015
"Санкт-Петербург, улица Димитрова, 41к1, № 75, Санкт-Петербург",38.0,8/10,5537,5300000,1,20,2007
"Санкт-Петербург, Варшавская улица, 108, Пулковский меридиан, Санкт-Петербург",82.1,2/9,5538,8850000,3,9,1985
"Санкт-Петербург, Дальневосточный проспект, 36, № 54, Санкт-Петербург",50.0,8/12,5540,4600000,2,12,1969
"Песочная наб 40, Чкаловское, Санкт-Петербург",159.5,6/14,5541,45000000,3,14,2006
"Санкт-Петербург, проспект Просвещения, 76к1, Прометей, Санкт-Петербург",40.0,13/14,5544,5150000,1,15,1995
"Лиговский пр-кт, д.109, Владимирский округ, Санкт-Петербург",75.1,2/5,5545,7850000,3,5,1881
"ул. Прилукская, д. 20А, Волковское, Санкт-Петербург",92.6,5/9,5556,12499650,3,10,2018
"Санкт-Петербург, улица Комсомола, 51, Финляндский округ, Санкт-Петербург",38.0,4/5,5559,4900000,1,,
"Санкт-Петербург, Мытнинская улица, 7, Смольнинское, Санкт-Петербург",99.2,1/4,5568,11500000,3,4,1887
"посёлок Мурино, Всеволожский район, Ленинградская область, бульвар Менделеева, 7к1, Санкт-Петербург",27.2,2/12,5569,3177000,0,18,2014
"Санкт-Петербург, Подольская улица, 38, Семёновский, Санкт-Петербург",114.0,7/7,5570,8900000,4,5,1911
"Красное Село, Санкт-Петербург, улица Спирина, 5к2, Красное Село, Санкт-Петербург",80.0,8/9,5572,5500000,3,8,2009
"Большая Пороховская ул , д. 12/34, Большая Охта, Санкт-Петербург",51.8,3/5,5574,6100000,2,5,1956
"Санкт-Петербург, улица Кораблестроителей, 44к1, Остров Декабристов, Санкт-Петербург",65.0,4/11,5575,9000000,2,16,2003
"Санкт-Петербург, Русановская улица, 16к1, Народный, Санкт-Петербург",31.9,23/23,5577,2760500,1,25,2017
"Санкт-Петербург, проспект Маршала Блюхера, 50, Полюстрово, Санкт-Петербург",57.9,4/7,5579,5250000,3,,
"Санкт-Петербург, Колпино, бульвар Трудящихся, 15к3, Колпино, Санкт-Петербург",78.0,7/9,5581,5500000,4,,
"Санкт-Петербург, посёлок Парголово, улица Фёдора Абрамова, 21к3, Парголово, Санкт-Петербург",58.0,16/25,5584,5500000,2,27,2017
"Санкт-Петербург, Русановская улица, 16к1, Народный, Санкт-Петербург",52.2,13/23,5589,4500000,2,25,2017
"Санкт-Петербург, Кременчугская улица, 11к2, Лиговка-Ямская, Санкт-Петербург",69.6,2/12,5594,11700000,2,10,2014
"Санкт-Петербург, Колпино, ул.Труда д 4, Колпино, Санкт-Петербург",45.0,3/3,5602,4300000,2,3,1949
"Санкт-Петербург, Ивановская улица, 15, Ивановский округ, Санкт-Петербург",60.8,4/5,5607,6450000,3,5,1949
"Луначарского пр-кт, 11к1, Сосновское, Санкт-Петербург",145.0,20/27,5610,17900000,3,27,2012
"Санкт-Петербург, улица Карпинского, 15, Пискарёвка, Санкт-Петербург",36.0,9/12,5614,4300000,1,12,1970
"Санкт-Петербург, проспект Шаумяна, 55, подъезд 3, Малая Охта, Санкт-Петербург",16.5,1/5,5615,2150000,0,,
"деревня Низино, Ломоносовский район, Ленинградская область, Верхняя улица, 1к2, Петергоф, Санкт-Петербург",39.6,1/5,5620,3100000,1,,
"Санкт-Петербург, посёлок Парголово, улица Валерия Гаврилина, 15, Парголово, Санкт-Петербург",35.0,18/24,5622,3750000,1,27,2017
"Ленинградская область, Всеволожский район, посёлок Мурино, Оборонная улица, 37к1, Санкт-Петербург",25.0,10/12,5627,2850000,0,13,2017
"Санкт-Петербург, Московское шоссе, 3к4, Звёздное, Санкт-Петербург",69.9,12/15,5632,15375000,2,15,2017
"Просвещения пр-кт, 43, № 15, Санкт-Петербург",54.0,17/25,5635,6250000,2,29,2017
"Санкт-Петербург, Суздальское шоссе, 24к3, Коломяги, Санкт-Петербург",59.6,2/7,5636,6780000,2,8,2017
"СПб Морская набережная 9, Гавань, Санкт-Петербург",127.0,10/11,5640,11890000,4,12,1984
"Санкт-Петербург, Ириновский проспект, 35, Ржевка, Санкт-Петербург",50.0,5/9,5641,4250000,2,,
"Санкт-Петербург, Миргородская улица, 14, Лиговка-Ямская, Санкт-Петербург",73.4,4/4,5645,12000000,4,4,1913
"посёлок Мурино, Всеволожский район, Ленинградская область, Воронцовский бульвар, 2, Санкт-Петербург",70.0,7/18,5647,6500000,2,18,2014
"ул Кирочная 7, Литейный округ, Санкт-Петербург",77.7,2/3,5648,13000000,3,4,1861
"Санкт-Петербург, Московский проспект, 183-185, Пулковский меридиан, Санкт-Петербург",81.9,14/18,5649,10385000,2,,
"Кондратьевский пр-кт, 32, Финляндский округ, Санкт-Петербург",65.1,3/5,5650,5000000,2,5,1904
"Заставская улица, 46к3, Московская застава, Санкт-Петербург",80.6,10/18,5654,14900000,2,20,2017
"Ленинский проспект 74/2, Южно-Приморский округ, Санкт-Петербург",60.0,11/20,5655,7500000,1,20,2012
"Санкт-Петербург, Ярославский проспект, 23, Светлановское, Санкт-Петербург",86.6,2/8,5657,13150000,2,8,2014
"Россия, Санкт-Петербург, наб. Свердловская, д.58, Большая Охта, Санкт-Петербург",148.0,7/16,5659,16549836,3,16,2014
"Санкт-Петербург, Большая Зеленина улица, 29, Чкаловское, Санкт-Петербург",143.0,4/6,5666,16500000,5,6,1912
"Санкт-Петербург, улица Руставели, 37, Пискарёвка, Санкт-Петербург",40.0,4/9,5667,2700000,1,16,1976
"Санкт-Петербург, Московский проспект, 183-185, Пулковский меридиан, Санкт-Петербург",144.9,4/18,5669,17500000,4,,
"Санкт-Петербург, Уральская улица, 6, Остров Декабристов, Санкт-Петербург",49.1,2/10,5672,6995000,1,12,2018
"Санкт-Петербург, улица Мира, 37, Посадский, Санкт-Петербург",131.2,3/9,5673,22740000,3,10,2017
"Санкт-Петербург, Гаванская улица, 41, Гавань, Санкт-Петербург",83.0,3/5,5675,10300000,3,5,1960
"Санкт-Петербург, проспект Просвещения, 43, № 15, Санкт-Петербург",55.9,5/28,5677,6230000,2,29,2017
"Россия, Санкт-Петербург, проспект Королёва, 59к4, Юнтолово, Санкт-Петербург",58.3,11/24,5682,6000000,2,10,2016
"Санкт-Петербург, улица Костюшко, 70, Новоизмайловское, Санкт-Петербург",62.7,1/12,5683,7700000,2,5,1966
"Санкт-Петербург, Пр.Королева, 64к2, Коломяги, Санкт-Петербург",39.0,8/19,5684,4750000,1,21,2018
"Санкт-Петербург, Фонтанки реки набережная 107, Сенной округ, Санкт-Петербург",125.8,5/5,5685,11650000,4,5,1827
"Россия, Санкт-Петербург, Киевская улица, 3, Московская застава, Санкт-Петербург",145.6,4/19,5686,16120000,3,20,2014
"Санкт-Петербург, Комендантский проспект, 58к1, Коломяги, Санкт-Петербург",91.6,6/23,5688,15985000,3,25,2018
"Санкт-Петербург, Лиственная улица, 18к1, Светлановское, Санкт-Петербург",74.0,16/25,5691,11400000,2,25,2015
"Россия, Санкт-Петербург, проспект Просвещения, 43, № 15, Санкт-Петербург",107.1,5/21,5692,11785000,2,29,2017
"Дачный пр-кт, 38к2, Княжево, Санкт-Петербург",41.0,1/5,5693,4299000,1,5,1980
"Санкт-Петербург, улица Вадима Шефнера, 14к1, Морской, Санкт-Петербург",35.7,18/18,5699,5700000,1,19,2016
"Санкт-Петербург, Крестьянский переулок, 5, Посадский, Санкт-Петербург",56.1,5/7,5701,13350000,1,7,2004
"Санкт-Петербург, улица Ленсовета, 87, Звёздное, Санкт-Петербург",30.9,4/5,5702,3980000,1,5,1963
"ул Чапаева, 2, Посадский, Санкт-Петербург",63.2,5/6,5704,9800000,1,7,1912
"Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Пулковское, Переведенская улица, 4к2с2, Пушкин, Санкт-Петербург",58.0,3/4,5705,6480200,1,4,2018
"Санкт-Петербург, улица Есенина, 26к1, Парнас, Санкт-Петербург",60.0,5/9,5708,5250000,3,,
"Санкт-Петербург, Пионерская улица, 50, Петровский округ, Санкт-Петербург",70.0,5/11,5709,13500000,2,14,2012
"Санкт-Петербург, Среднерогатская улица, 20, Звёздное, Санкт-Петербург",43.0,17/17,5710,4600000,1,18,2019
"Санкт-Петербург, Марата ул. 76, Владимирский округ, Санкт-Петербург",108.0,5/5,5711,9100000,4,5,1898
"Санкт-Петербург, Южное шоссе, 49к2, подъезд 1, № 75, Санкт-Петербург",38.4,19/25,5713,5200000,1,25,2017
"Санкт-Петербург, набережная Адмирала Лазарева, 20, Чкаловское, Санкт-Петербург",80.0,5/5,5714,9800000,3,5,1961
"Санкт-Петербург, Свердловская набережная, 58, Большая Охта, Санкт-Петербург",131.4,8/16,5718,18572960,3,16,2014
"Санкт-Петербург, проспект Юрия Гагарина, 48к1, Звёздное, Санкт-Петербург",90.0,1/10,5719,9990000,3,10,2004
"посёлок Парголово, Санкт-Петербург, улица Валерия Гаврилина, 13к1, Парголово, Санкт-Петербург",20.6,12/23,5720,3000000,0,28,2017
"Политрука Пасечника (Торики) ул, 10, Горелово, Санкт-Петербург",83.0,4/4,5721,4750000,3,4,1954
"Петергоф, Санкт-Петербург, улица Аврова, 26к1, Петергоф, Санкт-Петербург",71.4,2/3,5725,11100000,2,4,2004
"Смольный проспект, д.11-17, Смольнинское, Санкт-Петербург",109.1,4/5,5727,21990000,2,4,2015
"Новочеркасский пр-кт, 33к3, Малая Охта, Санкт-Петербург",98.5,10/13,5730,14900000,3,10,2009
"Санкт-Петербург, территория Усть-Славянка, Советский проспект, 34к2, Рыбацкое, Санкт-Петербург",25.0,22/25,5731,2990000,0,27,2018
"Санкт-Петербург, улица Союза Печатников, 13-15, Коломна, Санкт-Петербург",93.3,5/6,5732,11160000,3,,
"Санкт-Петербург, Большеохтинский проспект, 35, Большая Охта, Санкт-Петербург",72.0,3/5,5733,7500000,3,5,1956
"Санкт-Петербург, Юнтоловский проспект, 49к7, подъезд 4, Лахта-Ольгино, Санкт-Петербург",60.0,2/5,5738,5600000,2,5,2014
"Санкт-Петербург, Будапештская улица, 36к1, Купчино, Санкт-Петербург",64.0,1/9,5741,5450000,3,9,1971
"Санкт-Петербург, Большая Посадская улица, 9/5, Посадский, Санкт-Петербург",76.6,6/6,5742,9200000,3,6,1916
"Санкт-Петербург, проспект Ветеранов, 169к2, Сосновая поляна, Санкт-Петербург",24.0,1/12,5753,2850000,0,13,2016
"Санкт-Петербург, Просвещения пр. 43, № 15, Санкт-Петербург",57.5,4/25,5756,6379223,2,29,2017
"Санкт-Петербург, проспект Ветеранов, 171к5, Сосновая поляна, Санкт-Петербург",37.0,11/12,5758,4200000,1,13,2017
"Санкт-Петербург, Кондратьевский проспект, 64к9, Пискарёвка, Санкт-Петербург",24.0,5/20,5759,3500000,0,25,2014
"Санкт-Петербург, улица Невзоровой, 12, Невская застава, Санкт-Петербург",33.8,2/20,5760,3606200,0,5,1969
"Санкт-Петербург, Съезжинская улица, 12, Введенский, Санкт-Петербург",88.0,3/7,5771,10500000,3,6,1913
"Санкт-Петербург, Варшавская улица, 26, подъезд 1, Московская застава, Санкт-Петербург",55.7,5/5,5772,7400000,2,5,1959
"Санкт-Петербург, Искровский проспект, 15к1, Невский округ, Санкт-Петербург",50.3,7/9,5783,4800000,2,9,1976
"Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Пулковское, Переведенская улица, 4к2с2, Пушкин, Санкт-Петербург",43.4,1/4,5786,4401200,1,4,2018
"Санкт-Петербург, Школьная улица, 112, № 65, Санкт-Петербург",54.5,7/10,5789,7125000,2,10,1989
"Санкт-Петербург, Рябовское шоссе, 59, Ржевка, Санкт-Петербург",74.7,1/4,5792,4530000,3,,
"Каменноостровский пр-кт, дом 57, Аптекарский остров, Санкт-Петербург",160.3,5/6,5794,12000000,5,6,1910
"Санкт-Петербург, Каменноостровский проспект, 64Д, Чкаловское, Санкт-Петербург",68.2,5/5,5795,6800000,3,5,1931
"Санкт-Петербург, Полюстровский проспект, 29, Финляндский округ, Санкт-Петербург",32.0,5/5,5802,3249999,1,5,1963
"Санкт-Петербург, Измайловский проспект, 16/30, Измайловское округ, Санкт-Петербург",57.3,4/7,5804,7200000,3,7,1911
"Санкт-Петербург, Кронштадтская улица, 26, Автово, Санкт-Петербург",57.4,5/5,5805,6500000,2,5,1958
"Санкт-Петербург, проспект Культуры, 26к1, № 15, Санкт-Петербург",34.0,4/9,5806,4100000,1,9,1976
"Санкт-Петербург, Малый проспект Васильевского острова, 64к1, Гавань, Санкт-Петербург",102.0,4/8,5808,19900000,3,10,2016
"Санкт-Петербург, Исполкомская улица, 17, Смольнинское, Санкт-Петербург",109.6,4/9,5810,18000000,3,10,2018
"Санкт-Петербург, улица Демьяна Бедного, 30к4, Северный, Санкт-Петербург",45.0,5/5,5812,4100000,2,5,1971
"Санкт-Петербург, улица Васи Алексеева, 7, Автово, Санкт-Петербург",58.0,4/5,5821,5750000,2,5,1958
"Петергоф, Санкт-Петербург, Чичеринская улица, 2, Петергоф, Санкт-Петербург",27.0,6/7,5823,3000000,0,12,2014
"Санкт-Петербург, улица Вадима Шефнера, 12к1, Морской, Санкт-Петербург",22.7,12/20,5828,3500000,0,19,2016
"Санкт-Петербург, Корпусная улица, 9, Чкаловское, Санкт-Петербург",102.5,8/10,5835,21650000,2,12,2013
"Санкт-Петербург, проспект Ветеранов, 96, Ульянка, Санкт-Петербург",31.6,5/5,5836,3180000,1,5,1968
"Санкт-Петербург, Долгоозёрная улица, 1, Озеро Долгое, Санкт-Петербург",63.0,8/10,5842,7500000,3,10,1991
"Красное Село, Санкт-Петербург, Красногородская улица, 9к2, Красное Село, Санкт-Петербург",79.3,2/5,5845,5350000,3,5,2009
"ул Коллонтай 17/3, Невский округ, Санкт-Петербург",130.8,13/17,5846,19000000,4,17,2006
"Санкт-Петербург, улица Стойкости, 28к1, Ульянка, Санкт-Петербург",43.9,2/9,5847,4100000,1,9,1973
"Санкт-Петербург, Московский проспект, 224, Звёздное, Санкт-Петербург",32.5,2/22,5848,5200000,1,22,1974
"территория Усть-Славянка, Санкт-Петербург, Советский проспект, 39к1, Рыбацкое, Санкт-Петербург",44.0,15/25,5854,4400000,1,25,2017
"Санкт-Петербург, проспект Стачек, 73, Автово, Санкт-Петербург",88.0,6/7,5856,8500000,3,7,1955
"Санкт-Петербург, набережная Макарова, 14, № 7, Санкт-Петербург",133.0,2/3,5857,12500000,4,,
"Санкт-Петербург, улица Черняховского, 16/5, Лиговка-Ямская, Санкт-Петербург",17.0,1/5,5860,2475000,0,6,1962
"пос.Металлострой, ул Полевая дом 8, Металлострой, Санкт-Петербург",68.3,9/16,5861,6999000,3,16,1983
"Сестрорецк, Санкт-Петербург, Приморское шоссе, 350, Сестрорецк, Санкт-Петербург",55.0,7/9,5862,5350000,2,9,1977
"Парголово п., Николая Рубцова ул., д.5, Парголово, Санкт-Петербург",23.2,20/27,5864,2640000,0,28,2018
"Санкт-Петербург, Петергоф, Парковая улица, 18, Петергоф, Санкт-Петербург",66.4,1/5,5865,4990000,3,5,2013
"Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Славянка, Ростовская улица, 21к1, Пушкин, Санкт-Петербург",56.7,2/9,5867,5450000,2,9,2012
"Санкт-Петербург, Гаврская улица, 3к1, Светлановское, Санкт-Петербург",65.0,1/3,5869,7000000,3,3,1951
"Новосибирская ул, 14, Чёрная речка, Санкт-Петербург",55.0,2/5,5872,5500000,3,5,1962
"Санкт-Петербург, Индустриальный проспект, 13, Пороховые, Санкт-Петербург",51.7,7/12,5880,5180000,2,,
"Санкт-Петербург, улица Крыленко, 1к1с4, Народный, Санкт-Петербург",24.5,4/14,5883,2900000,0,26,2016
"Санкт-Петербург, Таврическая улица, 2, Смольнинское, Санкт-Петербург",67.0,5/5,5884,8500000,3,,
"Санкт-Петербург, посёлок Парголово, улица Валерия Гаврилина, 5, Парголово, Санкт-Петербург",39.6,23/25,5885,4150000,1,26,2012
"Комендантский пр-кт, 50к1, Юнтолово, Санкт-Петербург",44.1,4/7,5886,5500000,1,10,2001
"Санкт-Петербург, Среднерогатская улица, 11, Звёздное, Санкт-Петербург",40.8,2/23,5887,4611310,2,26,2017
"Санкт-Петербург, Пушкинский район, посёлок Шушары, территория Славянка, Полоцкая улица, 13к1, Пушкин, Санкт-Петербург",44.1,1/9,5892,3700000,2,9,2013
"Санкт-Петербург, Рябовское шоссе, 87, Ржевка, Санкт-Петербург",57.1,4/8,5895,2285000,2,1,1917
"Санкт-Петербург, проспект Королёва, 73, Коломяги, Санкт-Петербург",61.0,6/19,5897,5600000,2,20,2017
"Санкт-Петербург, Пушкин, Детскосельский бульвар, 19, Пушкин, Санкт-Петербург",56.0,3/5,5900,5800000,2,5,1975
"посёлок Белоостров, Курортный район, Санкт-Петербург, Новое шоссе, 2, Сестрорецк, Санкт-Петербург",83.9,1/3,5905,5800000,3,3,1952
"Россия, Санкт-Петербург, ул. Жукова, д.1, Финляндский округ, Санкт-Петербург",102.0,6/14,5909,13441680,2,15,
"Санкт-Петербург, улица Восстания, 30, Литейный округ, Санкт-Петербург",135.9,2/4,5910,15990000,5,4,1881
"Санкт-Петербург, проспект Металлистов, 16, Большая Охта, Санкт-Петербург",43.2,1/5,5911,4500000,2,5,1963
"Кронштадт, Санкт-Петербург, Цитадельское шоссе, 43, Кронштадт, Санкт-Петербург",61.8,6/10,5913,5700000,3,12,1987
"Лесной проспект, 39к3, Сампсониевское, Санкт-Петербург",80.6,1/5,5914,6800000,3,5,1932
"Санкт-Петербург, Институтский проспект, 4к1, Светлановское, Санкт-Петербург",28.7,1/5,5916,3280000,1,5,1966
"Санкт-Петербург, Ситцевая улица, 17к2, № 65, Санкт-Петербург",45.1,3/10,5917,4990000,2,10,1991
"Санкт-Петербург, Невский район, октябрьская набережная 68, Народный, Санкт-Петербург",60.7,9/18,5918,5990000,3,18,1977
"Ленинградская область, Ломоносовский район, Виллозское городское поселение, деревня Малое Карлино, 25, Пушкин, Санкт-Петербург",45.0,6/6,5923,3300000,2,6,2011
"Пушкин, Санкт-Петербург, Красносельское шоссе, 29, Пушкин, Санкт-Петербург",34.0,4/5,5928,2800000,1,,
"Санкт-Петербург, улица Солдата Корзуна, 38, Ульянка, Санкт-Петербург",45.0,1/5,5930,3890000,2,5,1968
"Санкт-Петербург, Комендантский проспект, 71, Коломяги, Санкт-Петербург",79.0,17/25,5932,8550000,0,27,2017
"посёлок Мурино, Всеволожский район, Ленинградская область, проспект Авиаторов Балтики, 11/1, Санкт-Петербург",84.2,8/12,5940,5800000,3,12,2018
"Ленинградская область, Всеволожский район, посёлок Мурино, Охтинская аллея, 16, Санкт-Петербург",25.7,2/24,5942,2650000,0,24,2016
"Санкт-Петербург, улица Савушкина, 36, Чёрная речка, Санкт-Петербург",114.0,7/15,5944,21800000,3,14,2004
"Санкт-Петербург, Туристская улица, 22Б, № 65, Санкт-Петербург",46.6,10/14,5950,6200000,1,18,2013
"ул Кубинская, 10, Новоизмайловское, Санкт-Петербург",55.1,1/5,5953,4550000,3,5,1960
"пр-т Петровский, д. 5, Петровский округ, Санкт-Петербург",124.6,2/10,5954,20559000,3,12,2017
"Санкт-Петербург, Ленинский проспект, 75к2, Южно-Приморский округ, Санкт-Петербург",68.8,16/16,5959,7000000,3,16,1987
"Санкт-Петербург, Богатырский проспект, 3к1, Комендантский аэродром, Санкт-Петербург",45.0,2/9,5960,6000000,2,9,1973
"пр-т Петровский, д. 5, Петровский округ, Санкт-Петербург",76.1,2/10,5961,10654000,2,12,2017
"Санкт-Петербург, улица Генерала Симоняка, 27/193, Ульянка, Санкт-Петербург",63.0,1/9,5962,5250000,3,9,1977
"Санкт-Петербург, улица Брянцева, 15к2, подъезд 2, Прометей, Санкт-Петербург",35.2,22/25,5964,5100000,1,25,2007
"Дибуновская ул, 50, Чёрная речка, Санкт-Петербург",172.0,8/15,5965,25500000,4,25,2005
"Санкт-Петербург, Гаккелевская улица, 33к1, Озеро Долгое, Санкт-Петербург",90.0,17/18,5969,12999999,2,18,2009
"Приморский пр-кт, 62к1, № 65, Санкт-Петербург",39.0,4/13,5970,8100000,1,13,2017
"Дибуновская ул, 50, Чёрная речка, Санкт-Петербург",189.1,13/13,5973,27900000,3,25,2005
"Санкт-Петербург, набережная реки Фонтанки, 92, Семёновский, Санкт-Петербург",25.0,4/6,5974,2980000,0,,
"Санкт-Петербург, улица Типанова, 34к2, Гагаринское, Санкт-Петербург",125.2,3/14,5980,15500000,4,14,2003
"Санкт-Петербург, 5-й Предпортовый проезд, 1, Новоизмайловское, Санкт-Петербург",37.0,20/21,5987,5100000,1,25,2009
"Санкт-Петербург, Большой проспект Петроградской стороны, 17, Введенский, Санкт-Петербург",90.0,4/5,5988,11250000,2,6,1905
"г. Санкт-Петербург, Шушары, Московское шоссе 288, Шушары, Санкт-Петербург",35.7,12/12,5994,2950000,1,12,2014
"Санкт-Петербург, Ленинский проспект, 82к2, Южно-Приморский округ, Санкт-Петербург",43.0,16/23,5996,5700000,1,22,2014
"Санкт-Петербург, проспект Энгельса, 93, Светлановское, Санкт-Петербург",145.0,10/24,6000,17400000,4,25,2005
"Санкт-Петербург, Замшина улица, 29к4, подъезд 1, Финляндский округ, Санкт-Петербург",34.3,1/16,6002,3700000,1,,
"Санкт-Петербург, Ленинский проспект, 82к1, Южно-Приморский округ, Санкт-Петербург",28.9,5/14,6004,4150000,0,20,2011
"Санкт-Петербург, проспект Авиаконструкторов, 49, Юнтолово, Санкт-Петербург",25.0,16/16,6005,3500000,0,16,2006
"Россия, Санкт-Петербург, Петроградский р-н, метро Чкаловская, Барочная ул., 4, Чкаловское, Санкт-Петербург",52.0,2/5,6006,11230000,1,,
"Санкт-Петербург, Юнтоловский проспект, 49к7, Лахта-Ольгино, Санкт-Петербург",67.0,5/5,6011,6800000,2,5,2014
"Санкт-Петербург, Ковалёвская улица, 18к2, Ржевка, Санкт-Петербург",64.0,1/5,6012,4200000,3,5,1972
"Санкт-Петербург, Лермонтовский проспект, 10/53, Коломна, Санкт-Петербург",93.0,3/4,6017,9449000,2,4,1890
"Санкт-Петербург, улица Софьи Ковалевской, 11к4, Гражданка, Санкт-Петербург",45.0,5/5,6022,4500000,2,5,1965
"Санкт-Петербург, Коломенская улица, 5, Владимирский округ, Санкт-Петербург",111.0,6/6,6028,9500000,3,6,1905
"Санкт-Петербург, Корпусная улица, 9, Чкаловское, Санкт-Петербург",158.0,4/12,6029,37500000,4,12,2013
"ул. Среднерогатская, д. 20, Звёздное, Санкт-Петербург",34.7,16/17,6035,4030000,1,18,2019
"Санкт-Петербург, Камышовая улица, 34к2, № 65, Санкт-Петербург",103.9,1/17,6036,8400000,5,17,1995
"Санкт-Петербург, Моховая улица, 39, Литейный округ, Санкт-Петербург",31.0,4/4,6042,5250000,1,5,1822
"5-й Предпортовый пр-д, д. 2, Сестрорецк, Санкт-Петербург",42.0,6/7,6044,5299000,1,,
"Санкт-Петербург, проспект Энгельса, 93, Светлановское, Санкт-Петербург",77.0,8/24,6045,8790000,2,25,2005
