adress,area,floor,price,rooms,total_floors,year
"Самара, улица Стара Загора, 84А, Промышленный, Самара, Самарская область",51.0,9/10,3290000,1,9,1974
"посёлок Сухая Самарка, Самара, Белорусская улица, 112, Куйбышевский, Самара, Самарская область",60.0,4/5,2400000,3,5,1967
"Самара, улица Стара Загора, 149, Промышленный, Самара, Самарская область",43.6,4/9,2950000,2,9,1973
"Самара, проспект Масленникова, 23, Октябрьский, Самара, Самарская область",75.0,3/4,3437000,3,4,1954
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 62, Красноглинский, Самара, Самарская область",30.5,3/3,1400000,1,3,2014
"Карла Маркса пр-кт, 39, Железнодорожный, Самара, Самарская область",54.0,3/9,3650000,2,12,2003
"проспект Кирова 318, Промышленный, Самара, Самарская область",80.0,10/16,4690000,2,16,2004
"Самарская область,Самара,Промышленный,Силовая улица,4, Промышленный, Самара, Самарская область",56.0,1/9,2640000,2,9,1987
"Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Ивана Финютина, 54А, Красноглинский, Самара, Самарская область",57.0,1/3,2900000,2,3,2013
"Самара, проспект Карла Маркса, 410, Кировский, Самара, Самарская область",12.5,3/5,1200000,1,1,1968
"Самара, Хасановская улица, 38, Куйбышевский, Самара, Самарская область",56.9,1/5,1900000,2,5,1992
"Самара, улица Гастелло, 12, Октябрьский, Самара, Самарская область",25.0,1/5,1500000,1,5,1971
"Самара, Магистральная улица, 135Б, Кировский, Самара, Самарская область",42.4,4/5,1900000,2,5,1968
"Самара, Олимпийская улица, 16, Кировский, Самара, Самарская область",63.0,6/9,3300000,3,9,1988
