adress,area,floor,price,rooms,total_floors,year,lat,lon
"жилой район Южный Город - 1, Волжский район, Самарская область, улица Лета, 2, Самара, Самарская область",35.0,5/5,1997000,1,5,2014,53.116233,50.161638
"Самара, Волжский проспект, 45, Октябрьский, Самара, Самарская область",62.0,3/5,5000000,2,5,1959,53.210231,50.120756
"Самарская область,Самара,Ленинский район,Чапаевская улица,205, Ленинский, Самара, Самарская область",186.0,9/24,26000000,4,24.0,2007.0,53.200102,50.103149
"Самара, проспект Карла Маркса, 290, Промышленный, Самара, Самарская область",31.0,4/5,1670000,1,5,1966,53.230902,50.220289
"Самарская область,Самара,Промышленный район,Ново-Садовая улица,353 В, Промышленный, Самара, Самарская область",41.0,8/10,3986000,1,16,2014,53.252764,50.212069
"Самара, улица Мира, 29, Красноглинский, Самара, Самарская область",30.5,2/3,1850000,1,3,2014,53.445472,49.797371
"ул. Мечникова, д. 5, Железнодорожный, Самара, Самарская область",62.5,22/23,3100000,2,19.0,2016.0,53.186339,50.134868
"Самара, улица Дзержинского, 16, Железнодорожный, Самара, Самарская область",43.0,1/5,2170000,2,5,1962,53.193035,50.174277
"Россия, Самарская область, Самара, Ново-Вокзальная ул, 59, Промышленный, Самара, Самарская область",61.2,1/10,3450000,2,10,2004,53.227711,50.231536
"Самара, Чапаевская улица, 205, Ленинский, Самара, Самарская область",169.0,8/23,16700000,4,24,2007,53.200102,50.103149
"Самарская область,Самара,Промышленный район,Ново-Садовая улица,353 В, Промышленный, Самара, Самарская область",41.0,8/10,3986000,1,16,2014,53.252764,50.212069
"Самара, Физкультурная улица, 31, Промышленный, Самара, Самарская область",43.0,1/5,3700000,2,5,1960,53.211622,50.251425
"Самара, улица Тухачевского, 40А, подъезд 1, Железнодорожный, Самара, Самарская область",71.0,2/25,3300000,2,12,1985,53.190003,50.148352
"Самара, улица Советской Армии, 206, Октябрьский, Самара, Самарская область",87.0,3/3,3100000,3,3.0,1953.0,53.229549,50.191974
"Самара, улица Стара Загора, 84А, Промышленный, Самара, Самарская область",89.0,6/10,5540000,4,9,1974,53.234136,50.215043
"Самара, Пятигорская улица, 4, Железнодорожный, Самара, Самарская область",69.9,10/10,3690000,3,10.0,1990.0,53.187818,50.136818
"Ново-вокзальная, 155 к 2, Промышленный, Самара, Самарская область",107.1,9/14,6400000,3,14,2000,53.233106,50.225553
"ул Крайняя, 10, Красноглинский, Самара, Самарская область",64.0,5/5,2850000,3,5.0,1975.0,53.341151,50.219669
"Самара, Заводское шоссе, 63, Промышленный, Самара, Самарская область",21.1,5/9,1290000,1,9,1980,53.207701,50.283171
"Самарская область,Самара,Железнодорожный район,Урицкого улица,30, Железнодорожный, Самара, Самарская область",79.0,9/10,4600000,3,10,1,53.189442,50.137976
"Самара, улица Гагарина, 126, Советский, Самара, Самарская область",58.0,2/5,2950000,3,5,1967,53.202394,50.229982
"Самара, Партизанская улица, 230, Советский, Самара, Самарская область",45.0,2/5,2300000,2,5,1964,53.188843,50.206994
"Самара, Аэродромная улица, 123, Советский, Самара, Самарская область",45.0,3/5,2100000,2,5,1964,53.1916,50.209312
"Самара, проспект Карла Маркса, 478, Кировский, Самара, Самарская область",56.0,2/9,2800000,2,9.0,1986.0,53.248643,50.258431
"Самара, проспект Масленникова, 47, Октябрьский, Самара, Самарская область",61.0,4/4,3400000,2,5.0,1958.0,53.205657,50.162303
"Самара, Солнечная улица, 49, Промышленный, Самара, Самарская область",28.0,9/9,2150000,1,9,1991,53.258782,50.206689
"Самара, Ново-Садовая улица, 169, Октябрьский, Самара, Самарская область",72.0,2/4,3100000,3,4,1934,53.235095,50.054667
"Самара, улица Советской Армии, 154, Советский, Самара, Самарская область",33.1,5/5,2150000,1,5,1967,53.217505,50.206464
"Самарская область,Самара,Промышленный район,Ново-Вокзальная улица,116Б, Промышленный, Самара, Самарская область",39.0,4/10,3150000,1,2,1919,53.233462,50.219804
"Самара, улица Мориса Тореза, 141, Советский, Самара, Самарская область",44.0,3/5,2797000,2,,1,53.19543,50.207479
"ул Гвардейская .13, Кировский, Самара, Самарская область",35.0,7/9,2100000,1,9,1973,53.233532,50.279677
"Ново-Молодежный переулок, 12, Куйбышевский, Самара, Самарская область",56.5,1/5,2450000,3,5,1972,53.122086,50.089575
"Самара, улица Мориса Тореза, 155А, Советский, Самара, Самарская область",33.5,5/9,2350000,1,5.0,1973.0,53.197162,50.209752
"Самара, Физкультурная улица, 35, Промышленный, Самара, Самарская область",44.0,2/5,2250000,2,5.0,1960.0,53.211584,50.252655
"Улица Л. Шмидта 3, Октябрьский, Самара, Самарская область",136.0,13/14,9600000,3,14,2003,53.224956,50.151038
"Самарская область,Самара,Красноглинский район,Управленческий,Парижской Коммуны улица,26, Красноглинский, Самара, Самарская область",82.0,9/10,3500000,2,10,2008,53.349333,50.211809
"Самара, Саранская улица, 15, Октябрьский, Самара, Самарская область",45.0,2/5,2549000,2,5,1967,53.207405,50.183332
"Самара, Советская улица, 11, подъезд 2, Кировский, Самара, Самарская область",53.0,4/9,2900000,2,9,1987,53.231058,50.060946
"Самара, улица Стара Загора, 149, Промышленный, Самара, Самарская область",46.0,6/9,2790000,2,9,1973,53.237618,50.228625
"Самарская область,Самара,Промышленный район,Московское шоссе,252Б, Промышленный, Самара, Самарская область",71.7,4/9,4700000,3,9,1987,53.24507,50.21074
"Самара, Нагорная улица, 141, Кировский, Самара, Самарская область",76.0,4/9,4000000,4,10,1991,53.232228,50.248972
"Самара, Ново-Садовая улица, 42, Октябрьский, Самара, Самарская область",33.0,1/9,2750000,1,9.0,1971.0,53.235095,50.054667
"Самара, Солнечная улица, 47, Промышленный, Самара, Самарская область",39.4,5/9,2570000,1,9,1991,53.258173,50.206976
"Самарская область,Самара,Кировский район,15 микрорайон,Карла Маркса проспект,496, Кировский, Самара, Самарская область",45.1,4/5,2249000,2,5.0,1972.0,53.24978,50.259222
"Самара, Галактионовская улица, 106А, Ленинский, Самара, Самарская область",40.0,6/9,4100000,1,10,2007,53.199794,50.107703
"ул Алма-Атинская 80, Кировский, Самара, Самарская область",51.0,1/5,2250000,2,5,1974,53.247797,50.267657
"Самара, Владимирская улица, 46, подъезд 2, Ленинский, Самара, Самарская область",43.0,8/9,3200000,2,9,1979,53.194896,50.139746
"поселок , , Красноглинский район, Самара, Южный, 22, Красноглинский, Самара, Самарская область",54.0,3/3,2650000,2,,,53.368158,50.182829
"Россия, Самарская область, Самара, Советской Армии ул, 157, Советский, Самара, Самарская область",31.6,5/5,2050000,1,5,1968,53.218443,50.207982
"Самара, Красноглинский район, микрорайон Крутые Ключи, бульвар Маршала Василевского, 9, Красноглинский, Самара, Самарская область",37.4,2/3,1400000,1,3.0,2014.0,53.311302,50.311387
"Самара, улица Стара Загора, 281, Кировский, Самара, Самарская область",46.2,2/5,2400000,2,5,1972,53.24972,50.256141
"ул. Мира, д. 77, Красноглинский, Самара, Самарская область",36.4,2/3,1440000,1,3,2016,53.307331,50.316508
"Самарская область,Самара,Самарский район,Алексея Толстого улица,135, Самарский, Самара, Самарская область",64.5,2/13,6150000,2,10.0,2013.0,53.192204,50.087958
"Самара, улица Мира, 29, Красноглинский, Самара, Самарская область",30.0,2/3,1350000,1,3,2014,53.445472,49.797371
"Самара, Пролетарская улица, 171, Железнодорожный, Самара, Самарская область",44.5,1/5,2100000,2,5,1962,53.201968,50.155529
"ул. Ново-Садовая, д. 201Б, Октябрьский, Самара, Самарская область",32.0,22/25,2000000,1,,,53.22157,50.169202
"Самара, улица Стара Загора, 197, Кировский, Самара, Самарская область",31.0,4/5,1950000,1,5,1968,53.244478,50.236989
"Самара, проспект Карла Маркса, 378, Кировский, Самара, Самарская область",31.0,1/5,1650000,1,5.0,1968.0,53.242667,50.239773
"жилой район Южный Город - 1, Волжский район, Самарская область, Подстепновская улица, 8, Самара, Самарская область",32.0,6/9,1800000,1,10,2017,53.112563,50.148936
"самара совхоз кряж центральная 10, Куйбышевский, Самара, Самарская область",31.0,4/5,1400000,1,5,1973,53.13803,50.154272
"Самарская область, Самара, Самарская улица, д.49, Самарский, Самара, Самарская область",72.0,3/9,4868120,2,1,1,53.140569,50.022606
"Самара, Московское шоссе, 57, подъезд 1, Октябрьский, Самара, Самарская область",100.8,16/19,5900000,3,21.0,2009.0,53.223872,50.193456
"Самара, улица Гагарина, 114, Советский, Самара, Самарская область",30.2,1/5,2050000,1,5,1962,53.201671,50.212689
"Россия, Самарская область, Самара, Свободы ул, 79, Советский, Самара, Самарская область",75.4,3/5,3150000,3,5,1958,53.213402,50.240959
"Самара, Комсомольская улица, 4, Самарский, Самара, Самарская область",35.0,7/9,3500000,1,9,1985,53.182999,50.076999
"посёлок Управленческий, Красноглинский район, Самара, улица Парижской Коммуны, 21, Красноглинский, Самара, Самарская область",102.8,10/10,5950000,3,10.0,2006.0,53.349929,50.21259
"Самара, улица Мичурина, 4, Ленинский, Самара, Самарская область",86.7,4/16,5500000,2,16,2011,53.198386,50.127754
"Самарская область,Самара,Советский район,Можайский переулок,1, Советский, Самара, Самарская область",70.0,9/10,3000000,3,10,1988,53.18758,50.21498
"Самара, улица Авроры, 122, Октябрьский, Самара, Самарская область",72.0,3/9,3900000,4,9.0,1977.0,53.20275,50.189019
"посёлок Сухая Самарка, Самара, Белорусская улица, 131, Куйбышевский, Самара, Самарская область",50.0,6/10,2199000,1,10,2007,53.142627,50.041542
"Самара, Ташкентская улица, 146, Кировский, Самара, Самарская область",64.0,4/9,4300000,3,9,1971,53.255744,50.244876
"жилой район Южный Город - 1, Волжский район, Самарская область, Земская улица, 9, Самара, Самарская область",53.0,8/9,2700000,2,10,2015,53.114568,50.146295
"Самара, Солнечная улица, 9А, Промышленный, Самара, Самарская область",35.6,6/16,3250000,1,19,2013,53.24146,50.18954
"Самара, проспект Карла Маркса, 17, Железнодорожный, Самара, Самарская область",68.0,6/12,5200001,2,13.0,1.0,53.19187,50.138596
"Россия, Самарская область, Самара, Калинина ул, 26, Промышленный, Самара, Самарская область",108.2,16/18,7000000,3,19,2009,53.22019,50.247203
"Самара, Ташкентская улица, 172, Кировский, Самара, Самарская область",29.6,1/5,1760000,1,5,1970,53.258529,50.241399
"Самара, проспект Кирова, 226А, Промышленный, Самара, Самарская область",49.7,5/12,2700000,2,12,1975,53.243017,50.231778
"Самара, проспект Карла Маркса, 504, Кировский, Самара, Самарская область",34.8,2/6,1670000,1,5.0,1976.0,53.249209,50.260731
"Самара, Пугачёвская улица, 61, Кировский, Самара, Самарская область",29.4,1/9,1399000,1,9,1978,53.232266,50.271008
"Самара, улица Стара Загора, 53А, Промышленный, Самара, Самарская область",64.0,4/8,3690000,2,5,1966,53.22915,50.208494
"Самара, улица Тухачевского, 42А, Железнодорожный, Самара, Самарская область",75.0,3/16,3690000,2,9,1986,53.190246,50.147597
"поселок Кряж, Самара, Лысвенская улица, 3А, Куйбышевский, Самара, Самарская область",70.0,1/2,1230000,3,2,1969,53.136155,50.12178
"Самарская область,Самара,Промышленный район,Александра Матросова улица,96, Промышленный, Самара, Самарская область",47.0,4/5,2250000,2,5,1966,53.221905,50.228958
"Самара, улица Куйбышева, 58, Самарский, Самара, Самарская область",58.7,3/3,2400000,3,2,1868,53.184693,50.086727
"Карла Маркса пр-кт 487, Кировский, Самара, Самарская область",51.0,1/9,2400000,2,9.0,1974.0,53.247571,50.264738
"Самарская область,Самара,Промышленный район,Томашевский тупик,18, Промышленный, Самара, Самарская область",54.5,10/10,3500000,2,11,2007,53.216594,50.245675
"Самара, Куйбышевский район, Центральная улица, 15, Куйбышевский, Самара, Самарская область",35.7,2/5,1350000,1,5.0,1993.0,53.137111,50.15853
"Самара, Революционная улица, 7, Октябрьский, Самара, Самарская область",45.0,5/16,3600000,1,16,2008,53.216065,50.163093
"посёлок Сухая Самарка, Самара, Белорусская улица, 40, подъезд 1, Куйбышевский, Самара, Самарская область",52.0,5/10,2440000,2,10,1997,53.146126,50.059931
"пгт Волжский, Жилгородок, 45, Самара, Самарская область",58.3,8/10,2170000,2,10,2015,53.435576,50.122076
"Самара, Физкультурная улица, 21, подъезд 2, Советский, Самара, Самарская область",30.0,3/5,1700000,1,5,1961,53.208537,50.244858
"Самара, Ташкентская улица, 126, Кировский, Самара, Самарская область",38.0,8/9,2460000,1,9,1983,53.252403,50.244867
"Самарская область,Самара,Куйбышевский район,Липяговская улица,3, Куйбышевский, Самара, Самарская область",23.0,3/5,1060000,1,5.0,1986.0,53.103432,50.034455
"Самара, Ленинградская улица, 36, Самарский, Самара, Самарская область",43.0,1/2,5000000,2,1,1,53.187839,50.090518
"Самара, Ново-Садовая улица, 353В, подъезд 1, Промышленный, Самара, Самарская область",41.0,8/16,3400000,1,16.0,2014.0,53.253109,50.212177
"ул Средне-Садовая 68, Промышленный, Самара, Самарская область",29.5,1/9,1550000,1,9,1989,53.221673,50.220253
"ул Ново-Садовая, 139, Октябрьский, Самара, Самарская область",112.5,7/10,10000000,3,17,2006,53.214119,50.145873
"Прибрежный, Парусная 16, Красноглинский, Самара, Самарская область",47.0,5/5,1600000,2,5,1974,53.487396,49.85242
"Самара, Пензенская улица, 63, Железнодорожный, Самара, Самарская область",38.0,6/10,2350000,1,9.0,1984.0,53.192873,50.145756
"Самара, улица Силина, 13, Промышленный, Самара, Самарская область",60.1,8/9,3100000,3,9,1980,53.26196,50.232865
"Самара, улица Антонова-Овсеенко, 59Б, Советский, Самара, Самарская область",40.5,9/10,2750000,1,6.0,1989.0,53.211886,50.211521
"Самара, Рыльская улица, 3, Промышленный, Самара, Самарская область",23.0,1/5,1390000,1,5,1983,53.199357,50.249996
"Самара, Краснодонская улица, 95, Кировский, Самара, Самарская область",44.6,14/16,3030000,1,15,2007,53.230207,50.245729
"ул. Виталия Талабаева, д. 8, Куйбышевский, Самара, Самарская область",65.5,14/16,2620000,2,,,53.147363,50.080008
"Самара, проспект Кирова, 238, Промышленный, Самара, Самарская область",42.0,3/5,2450000,2,5,1969,53.245027,50.225239
"Самара, поселок Мехзавод, 1-й квартал, 50, Красноглинский, Самара, Самарская область",38.0,2/10,2250000,1,,,53.306503,50.286809
"пр-т Карла Маркса, д. 4Б, Железнодорожный, Самара, Самарская область",42.1,10/24,2820000,1,25,2017,53.192107,50.134069
"Самара, Садовая улица, 117, Самарский, Самара, Самарская область",27.0,1/1,1650000,1,1,1899,53.141752,50.003615
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 25, Красноглинский, Самара, Самарская область",36.0,1/3,1630000,1,3.0,2011.0,53.319355,50.309384
"Самара, проспект Кирова, 242, Промышленный, Самара, Самарская область",59.0,2/5,3500000,3,5,1969,53.24597,50.226173
"ул. Мечникова, д. 5, Железнодорожный, Самара, Самарская область",38.0,11/22,1815000,1,19.0,2016.0,53.186339,50.134868
"Самара, улица Лукачева, 10, Октябрьский, Самара, Самарская область",48.5,3/24,3490000,1,22,2014,53.216998,50.166444
"Самара, проспект Кирова, 238, Промышленный, Самара, Самарская область",58.5,3/5,3060000,3,5,1969,53.245027,50.225239
"Самара, Гаражная улица, 11, Октябрьский, Самара, Самарская область",16.5,1/4,850000,1,4,1940,53.243901,50.060371
"ул Ставропольская, 157, Кировский, Самара, Самарская область",31.0,4/5,1890000,1,5,1974,53.231489,50.25491
"Самара, улица Антонова-Овсеенко, 59А, Советский, Самара, Самарская область",49.1,2/5,3300000,2,6.0,1989.0,53.211304,50.209994
"Самара, улица Стара Загора, 79, Промышленный, Самара, Самарская область",58.0,4/5,3000000,3,5,1966,53.230654,50.213902
"Самарская область,Самара,Кировский район,Карла Маркса проспект,504, Кировский, Самара, Самарская область",37.0,1/6,1700000,1,5,1976,53.224503,50.213156
"Красноярский р-он, Жилгородок дом 23, Самара, Самарская область",32.0,1/5,1450000,1,5.0,1982.0,53.43681,50.125732
"Самара, улица Стара Загора, 283, Кировский, Самара, Самарская область",35.0,3/5,2000000,1,5,1972,53.249413,50.256958
"Самара, улица Мяги, 12, Железнодорожный, Самара, Самарская область",33.0,5/5,2050000,1,5,1968,53.193289,50.170882
"Самарская область,Самара,Куйбышевский район,Егорова улица,6, Куйбышевский, Самара, Самарская область",70.0,10/10,2999000,3,10,1997,53.106222,50.082137
"Самарская область,Самара,Промышленный район,Стара Загора улица,120, Промышленный, Самара, Самарская область",34.0,6/9,2200000,1,None,1,53.244489,50.226892
"Самарская область, Волжский район, жилой район Южный Город - 1, Николаевский проспект, 27, Самара, Самарская область",31.0,4/9,2000000,1,10.0,2016.0,53.112719,50.147148
"Самарская область,Самара,Красноглинский район,Мехзавод,Красный Пахарь улица,31, Красноглинский, Самара, Самарская область",43.0,1/2,1100000,2,2,1967,53.318193,50.28901
"Самара, улица Челюскинцев, 12, Октябрьский, Самара, Самарская область",35.0,3/9,2480000,1,9,1975,53.208963,50.143034
"Самара, Рабочая улица, 43, Ленинский, Самара, Самарская область",100.4,9/9,11800000,3,,1917.0,53.240587,50.054837
"Самарская область,Самара,Октябрьский район,Советской Армии улица,201, Октябрьский, Самара, Самарская область",56.0,2/6,3400000,2,6,1985,53.229339,50.193223
"Самара, Демократическая улица, 3, Промышленный, Самара, Самарская область",33.0,4/12,2000000,1,12,1983,53.261012,50.217136
"ул Ново-Садовая, 204, Промышленный, Самара, Самарская область",44.0,4/9,2700000,2,9,1987,53.239569,50.195558
"Самара, улица Мориса Тореза, 95, Советский, Самара, Самарская область",56.0,4/5,2750000,3,5,1963,53.195948,50.197517
"Самара, Техническая улица, 12, подъезд 2, Кировский, Самара, Самарская область",39.0,2/2,1650000,2,2.0,1974.0,53.26663,50.244984
"Самара, улица Осипенко, 39, Ленинский, Самара, Самарская область",119.0,2/10,9200000,4,10,2003,53.198117,50.147427
"Самара, улица Победы, 133, Кировский, Самара, Самарская область",33.0,1/5,1620000,1,5.0,1969.0,53.160766,50.374575
"Самара, Краснодонская улица, 95, Кировский, Самара, Самарская область",70.0,12/17,4000000,2,15,2007,53.230207,50.245729
"Самара, улица Агибалова, 9, Железнодорожный, Самара, Самарская область",45.0,5/5,2650000,2,5,1961,53.191174,50.121968
"Самара, улица Тухачевского, 40А, Железнодорожный, Самара, Самарская область",74.5,8/25,3250000,2,12,1985,53.189706,50.148199
"Самара, улица Промышленности, 176, Советский, Самара, Самарская область",41.0,5/11,2550000,1,11,2015,53.186852,50.204676
"Самарская область,Самара,Ленинский район,Буянова улица,82, Ленинский, Самара, Самарская область",66.4,1/2,2800000,3,2,1917,53.19584,50.119399
"жилой район Южный Город - 1, Волжский район, Самарская область, Николаевский проспект, 21, Самара, Самарская область",55.8,2/5,2930000,2,5.0,2016.0,53.114703,50.151622
"Стара-Загора 61, Промышленный, Самара, Самарская область",50.0,1/5,3000000,2,5,1966,53.229705,50.211809
"Самара, Чернореченская улица, 63, Ленинский, Самара, Самарская область",66.0,6/9,3700000,3,9.0,1982.0,53.200161,50.148298
"Самара, Партизанская улица, 76, Железнодорожный, Самара, Самарская область",57.0,4/5,3650000,3,5,1967,53.19467,50.166561
"ул Стара Загора, 159в, Промышленный, Самара, Самарская область",70.0,7/9,3450000,3,9,1973,53.239892,50.229389
"Самара, проспект Металлургов, 23, подъезд 4, Кировский, Самара, Самарская область",76.0,7/9,3400000,4,9,1974,53.228503,50.266858
"Самарская область,Самара,Ленинский район,Чапаевская улица,205, Ленинский, Самара, Самарская область",50.2,6/24,5000000,1,24,2007,53.200102,50.103149
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 66, подъезд 4, Красноглинский, Самара, Самарская область",38.0,1/3,1650000,1,3.0,2014.0,53.326729,50.317442
"посёлок Соцгород, Самара, Пугачевский тракт, 55, Куйбышевский, Самара, Самарская область",53.0,8/9,1900000,3,9,1974,53.12556,50.095028
"ул Ташкентская, 114-14, Кировский, Самара, Самарская область",60.0,4/9,3300000,3,9,1972,53.253648,50.246286
"Самара, улица Санфировой, 99, Октябрьский, Самара, Самарская область",60.2,7/18,4399000,0,17.0,2015.0,53.221565,50.19272
"посёлок Соцгород, Самара, улица Игоря Егорова, 10, Куйбышевский, Самара, Самарская область",56.3,3/10,2790000,2,10,2002,53.10706,50.083008
"ул Ташкентская, 125, Кировский, Самара, Самарская область",29.4,1/9,1599000,1,9,1975,53.247646,50.249709
"Самара, Днепровский проезд, 1, Кировский, Самара, Самарская область",61.6,5/5,2800000,3,5,1972,53.224972,50.291238
"Ново-Садовая 106 Н, Октябрьский, Самара, Самарская область",40.0,5/22,3850000,0,22,2014,53.222039,50.153454
"Самара, проспект Кирова, 261, Кировский, Самара, Самарская область",61.0,2/9,3100000,3,9,1975,53.241492,50.236027
"ул. Краснодонская, д. 10, Промышленный, Самара, Самарская область",44.3,9/27,1906190,1,,,53.215769,50.261701
"Самара, улица Красных Коммунаров, 17Б, Советский, Самара, Самарская область",28.4,5/9,1390000,1,,,53.210193,50.254955
"Самарская область,Самара,Промышленный район,Ново-Садовая улица,218, Промышленный, Самара, Самарская область",52.9,1/10,2890000,2,10,1988,53.241347,50.196349
"пр-т Карла Маркса, д. 4А, Железнодорожный, Самара, Самарская область",37.1,13/24,2800000,1,25.0,2015.0,53.191335,50.1345
"Самарская область,Самара,Железнодорожный район,Дзержинского улица,30, Железнодорожный, Самара, Самарская область",39.0,3/5,2250000,1,5,1990,53.189836,50.175238
"Самарская область,Самара,Красноглинский район,Красная Глинка,4-й квартал,6, Красноглинский, Самара, Самарская область",44.9,5/5,1750000,2,5,1999,53.392071,50.16904
"Самара, 5-я просека, 115, Октябрьский, Самара, Самарская область",65.0,11/19,4249000,2,21,2016,53.241304,50.182668
"Магистральная улица, 123, Кировский, Самара, Самарская область",40.0,1/2,1450000,2,2.0,1956.0,53.243863,50.309474
"Самара, Хасановская улица, 10, Куйбышевский, Самара, Самарская область",51.0,1/5,1960000,2,5,1982,53.12154,50.092504
"Самара, Олимпийская улица, 47, Кировский, Самара, Самарская область",45.0,4/4,1700000,2,4,1962,53.236739,50.289199
"Самара, улица Ивана Булкина, 81, подъезд 3, Советский, Самара, Самарская область",55.8,4/5,1650000,3,5,1965,53.212889,50.193717
"Самара, Чапаевская улица, 206, Ленинский, Самара, Самарская область",30.0,3/5,3400000,1,6,1969,53.197836,50.100903
"Георгия Димитрова ул., д. 110г, Промышленный, Самара, Самарская область",73.0,6/17,4999000,2,17,2011,53.26259,50.222283
"Самара, улица 22 Партсъезда, 152, Советский, Самара, Самарская область",44.5,1/5,2000000,2,3.0,1878.0,53.22694,50.208737
"Самара, улица Циолковского, 7, Октябрьский, Самара, Самарская область",85.0,4/5,4860000,3,5.0,1957.0,53.209826,50.130404
"ул Новокомсомольская, 38, Куйбышевский, Самара, Самарская область",48.5,2/10,2400000,1,10,2010,53.14988,50.090186
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 19, Красноглинский, Самара, Самарская область",34.0,2/3,1550000,1,5,1965,53.318844,50.308261
"Самарская область,Самара,Кировский район,Алма-Атинская улица,16, Кировский, Самара, Самарская область",29.0,1/5,1550000,1,5,1972,53.238275,50.28539
"Самара, Молодогвардейская улица, 225, подъезд 1, Октябрьский, Самара, Самарская область",50.0,3/10,3800000,2,9,1975,53.209389,50.127583
"Самарская область,Самара,Красноглинский район,Крутые ключи,Ивана Финютина бульвар,9, Красноглинский, Самара, Самарская область",48.6,1/3,2100000,2,3,2011,53.321706,50.305027
"Самарская область,Самара,Мичурина улица,15А, Ленинский, Самара, Самарская область",106.0,4/16,7900000,3,16,1999,53.201493,50.138354
"Самара, Красноглинский район, посёлок Управленческий, улица Сергея Лазо, 32, Красноглинский, Самара, Самарская область",41.2,4/4,1720000,2,4.0,1959.0,53.346908,50.22152
"Самарская область,Самара,Октябрьский район,Осипенко улица,2а, Октябрьский, Самара, Самарская область",35.0,10/16,3500000,1,16.0,1976.0,53.213903,50.13114
"Самарская область,Самара,Кировский район,13 микрорайон,Кирова проспект,333, Кировский, Самара, Самарская область",46.0,4/5,2250000,2,5,1969,53.250054,50.227359
"Самара, улица Фадеева, 44, Промышленный, Самара, Самарская область",44.0,6/9,3200000,2,9,1978,53.235419,50.20765
"Россия, Самарская область, Самара, Садовая ул, 156, Ленинский, Самара, Самарская область",186.0,4/8,12500000,4,9,1999,53.194416,50.108449
"Самарская область, Волжский район, поселок городского типа Стройкерамика, улица Николая Симонова, 3, Самара, Самарская область",31.0,3/3,1170000,1,,,53.298027,50.324269
"ул Калининградская, 50, Куйбышевский, Самара, Самарская область",60.0,7/9,2550000,3,9.0,1974.0,53.109401,50.077978
"посёлок Соцгород, Самара, Бакинская улица, 36, Куйбышевский, Самара, Самарская область",44.0,4/5,2000000,2,5,1960,53.119335,50.082892
"Самарская область,Самара,Железнодорожный район,Волгина улица,108, Железнодорожный, Самара, Самарская область",32.0,3/5,2100000,1,5,1963,53.188794,50.183225
"Самара, Физкультурная улица, 41, Промышленный, Самара, Самарская область",42.0,5/5,2300000,2,5,1960,53.21338,50.255314
"Ленина пр-кт 5, Октябрьский, Самара, Самарская область",73.0,2/9,5900000,3,9,1984,53.210382,50.14218
"Солнечная,2, Октябрьский, Самара, Самарская область",80.0,6/16,4900000,2,19.0,2012.0,53.241449,50.184617
"Самарская область,Самара,Промышленный район,Приволжский,Георгия Димитрова улица,117а, Промышленный, Самара, Самарская область",59.6,6/9,4300000,3,9,1918,53.264814,50.221556
"ул Георгия Димитрова 76, Кировский, Самара, Самарская область",78.8,7/9,4000000,4,9.0,1971.0,53.253077,50.229694
"Самара, улица Мяги, 11, Железнодорожный, Самара, Самарская область",43.0,5/5,2200000,2,5,1967,53.193348,50.172813
"Самара, проспект Ленина, 2Б, Октябрьский, Самара, Самарская область",64.4,3/15,4800000,2,15,1997,53.204034,50.126298
"Самара, Аэродромная улица, 98А, подъезд 2, Советский, Самара, Самарская область",57.0,18/18,2442400,1,9,1981,53.194308,50.206527
"Самара, проспект Карла Маркса, 510, Кировский, Самара, Самарская область",73.0,5/10,3250000,3,10,1998,53.249122,50.263076
"Самара, проспект Карла Маркса, 452, Кировский, Самара, Самарская область",82.2,3/12,3500000,3,12.0,1985.0,53.244876,50.25359
"ул Бубнова, 8А, Промышленный, Самара, Самарская область",37.0,8/9,2250000,1,9,1985,53.254903,50.222131
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Евгения Золотухина, 27, подъезд 4, Красноглинский, Самара, Самарская область",37.4,3/3,1690000,1,3,2012,53.316999,50.311279
"Самара, улица Промышленности, 315, Советский, Самара, Самарская область",22.0,4/5,1950000,1,5,1977,53.199465,50.227979
"Самара, Московское шоссе, 149, Промышленный, Самара, Самарская область",39.0,4/9,2550000,2,9,1974,53.244478,50.214118
"Самара, Конный проезд, 4, Кировский, Самара, Самарская область",30.0,1/5,1550000,1,5,1977,53.226789,50.297616
"Самарская область,Самара,Железнодорожный район,Гагарина улица,17, Железнодорожный, Самара, Самарская область",40.0,2/5,2550000,2,5,1965,53.198732,50.166435
"Самарская область,Самара,Волжский р-н район,Южный город,Луговая улица,15, Самара, Самарская область",32.4,4/5,1850000,1,5.0,2015.0,53.118573,50.158395
"поселок 113-й километр, Самара, Фестивальная улица, 5, подъезд 1, Куйбышевский, Самара, Самарская область",86.0,5/5,2500000,4,5,1990,53.101778,50.031274
"Самара, улица Фрунзе, 143, Ленинский, Самара, Самарская область",21.0,2/2,1300000,1,2,1917,53.246261,50.062689
"Самарская область,Самара,Железнодорожный район,Карла Маркса проспект,55, Железнодорожный, Самара, Самарская область",149.0,15/15,6300000,3,17.0,2011.0,53.197184,50.151289
"Самара, проспект Карла Маркса, 372А, Кировский, Самара, Самарская область",25.0,4/5,1180000,1,5,1970,53.241703,50.237797
"Самара, Больничная улица, 37, Октябрьский, Самара, Самарская область",150.0,6/10,11999000,2,10,1998,53.247118,50.076684
