adress,area,floor,price,rooms,total_floors,year,lat,lon
"Самара, поселок Мехзавод, 1-й квартал, 37, Красноглинский, Самара, Самарская область",39.0,9/10,1850000,1,10,2015,53.308838,50.287582
"Самара, улица Карбышева, 69А, Советский, Самара, Самарская область",48.5,9/16,2990000,1,16,2010,53.209427,50.206724
"посёлок Сухая Самарка, Самара, Флотская улица, 7, Куйбышевский, Самара, Самарская область",31.0,4/5,1250000,1,5,1965,53.14509,50.041048
"Самара, Самарская улица, 83/85, Самарский, Самара, Самарская область",32.0,1/2,850000,1,1,1,53.140569,50.022606
"Самара, улица Гастелло, 22А, Октябрьский, Самара, Самарская область",37.0,2/24,2990000,1,19,2017,53.226929,50.191462
"Самарская область,Самара,Кировский район,Георгия Димитрова улица,45, Кировский, Самара, Самарская область",30.0,2/5,1800000,1,5,1970,53.253675,50.234725
"Самара, Чернореченская улица, 11, подъезд 1, Железнодорожный, Самара, Самарская область",43.5,1/2,2000000,2,2,1,53.193197,50.129227
"Самара, Волжское шоссе, 115, Кировский, Самара, Самарская область",84.0,3/10,4700000,3,10,2009,53.276856,50.262222
"посёлок Управленческий, Красноглинский район, Самара, улица Академика Кузнецова, 9, Красноглинский, Самара, Самарская область",62.0,7/9,3400000,3,9,1980,53.342807,50.221807
"Самарская область,Самара,Кировский район,12 микрорайон,Карла Маркса проспект,372а, Кировский, Самара, Самарская область",23.0,5/5,1250000,1,5,1970,53.241703,50.237797
"Посёлок Прибрежный. Прибрежная ул, 10, Красноглинский, Самара, Самарская область",32.0,1/4,810000,1,3,1962,53.482986,49.855286
"поселок Кряж, Самара, улица Кирзавод-6, 10, Куйбышевский, Самара, Самарская область",33.0,2/2,1300000,1,2,1963,53.150231,50.138102
"Самара, Самарская улица, 270, подъезд 3, Ленинский, Самара, Самарская область",75.0,3/6,7500000,3,7,1957,53.205123,50.122831
"поселок Прибрежный, Самара, улица Никонова, 5, Красноглинский, Самара, Самарская область",31.8,1/9,850000,2,9,1978,53.486662,49.85684
"посёлок Сухая Самарка, Самара, Белорусская улица, 34А, Куйбышевский, Самара, Самарская область",70.3,7/10,3000000,2,12,1995,53.147088,50.05879
"Самара, Ставропольская улица, 155, Кировский, Самара, Самарская область",47.0,1/5,2599000,2,5,1974,53.231247,50.254389
"Самара, Отважная улица, 33, Советский, Самара, Самарская область",50.7,9/12,3750000,2,14,2011,53.208311,50.206769
"посёлок Соцгород, Самара, Бакинская улица, 40, Куйбышевский, Самара, Самарская область",56.7,5/5,2600000,3,5,1960,53.118962,50.085335
"ул Максима Горького, 37, Самарский, Самара, Самарская область",140.0,3/7,9500000,3,7,1996,53.182578,50.076029
"посёлок Соцгород, Самара, Калининградская улица, 3, Куйбышевский, Самара, Самарская область",30.0,7/9,1100000,1,9,1979,53.116076,50.069677
"Самара, Аэродромная улица, 10, Железнодорожный, Самара, Самарская область",33.0,2/5,2070000,1,5,1962,53.191681,50.177709
"5-я просека, 97А, Октябрьский, Самара, Самарская область",54.0,3/16,3500000,1,None,None,53.242996,50.183269
"Октябрьский район, Самара, 3-й проезд, 55А, Октябрьский, Самара, Самарская область",45.0,5/5,2300000,2,5,1977,53.207815,50.18203
"Самара, Солнечная улица, 8, Октябрьский, Самара, Самарская область",39.0,14/25,3300000,1,25,2015,53.240964,50.186476
"Самара, Осетинская улица, 3, Куйбышевский, Самара, Самарская область",36.0,1/3,1750000,1,3,2013,53.154389,50.074726
"ул Шверника, д.19, Промышленный, Самара, Самарская область",68.0,1/9,3600000,3,9,1988,53.244348,50.193672
"ул. Калинина, д.41/1, Промышленный, Самара, Самарская область",43.0,1/2,1750000,2,2,1951,53.222659,50.245074
"Самара, проспект Масленникова, 35, Октябрьский, Самара, Самарская область",56.8,1/3,3200000,2,3,1967,53.207184,50.159078
"Самара, улица Дзержинского, 13Б, Железнодорожный, Самара, Самарская область",49.0,1/9,2760000,2,9,1978,53.19078,50.172822
"Самара, посёлок Соцгород, Пугачевский тракт, 14, Куйбышевский, Самара, Самарская область",32.1,2/5,1550000,1,5,1965,53.110276,50.080799
"Самара, Чернореченская улица, 32, Ленинский, Самара, Самарская область",59.0,1/9,4900000,3,9,1978,53.198041,50.141282
"Самара, Ставропольская улица, 200, Кировский, Самара, Самарская область",80.0,4/10,4100000,4,10,1993,53.23081,50.250463
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 37, подъезд 3, Красноглинский, Самара, Самарская область",34.0,2/3,1550000,1,3,2011,53.320506,50.311468
"ул Алексея Толстого, 75, Самарский, Самара, Самарская область",66.0,5/7,5700000,2,None,None,53.188006,50.084536
"Самара, Днепровский проезд, 1, Кировский, Самара, Самарская область",65.5,3/5,3050000,3,5,1972,53.224972,50.291238
"Советский район, Самара, Южный проезд, 144, Советский, Самара, Самарская область",45.0,1/2,1200000,2,2,1956,53.184283,50.211171
"Самарская область,Самара,Ленинский район,Льва Толстого улица,128, Ленинский, Самара, Самарская область",95.0,2/2,2850000,5,2,1917,53.187823,50.113237
"Самара, улица Стара Загора, 31, Советский, Самара, Самарская область",43.3,7/9,3600000,2,9,1977,53.226439,50.202502
"посёлок Управленческий, Красноглинский район, Самара, улица Сергея Лазо, 46А, Красноглинский, Самара, Самарская область",32.0,1/5,1600000,1,5,1972,53.347983,50.226999
"Самара, 6-я просека, 142, подъезд 2, Промышленный, Самара, Самарская область",63.0,2/16,3600000,2,16,2009,53.247765,50.192414
"Самара, Юбилейная улица, 27, подъезд 2, Кировский, Самара, Самарская область",50.0,1/5,2600000,2,5,1981,53.248492,50.077268
"Самарская область,Самара,Красноглинский,Мира улица,33, Красноглинский, Самара, Самарская область",45.0,2/3,2250000,2,3,2014,53.310511,50.308414
"Россия, Самарская область, Самара, 5 просека, 110а, Октябрьский, Самара, Самарская область",50.0,3/9,3730000,1,11,2015,53.24285,50.186521
"Самара, Ново-Садовая улица, 283А, Октябрьский, Самара, Самарская область",43.0,1/10,2650000,1,5,1962,53.235095,50.054667
"Самара, Революционная улица, 5, Октябрьский, Самара, Самарская область",49.0,5/20,3800000,1,20,2009,53.21627,50.164045
"Россия, Самарская область, Самара, Красных Коммунаров ул, 19б, Советский, Самара, Самарская область",45.1,5/10,2405333,1,10,1992,53.210765,50.256051
"Самара, улица Тухачевского, 40А, Железнодорожный, Самара, Самарская область",50.0,21/24,3250000,1,12,1985,53.189706,50.148199
"Самара, улица Победы, 90А, Советский, Самара, Самарская область",82.4,2/5,4500000,3,5,1959,53.212458,50.245091
"Самара, улица Промышленности, 311, Советский, Самара, Самарская область",58.0,5/5,3120000,3,5,1971,53.199724,50.227485
"Самара, проспект Кирова, 222, Промышленный, Самара, Самарская область",32.0,5/5,1800000,1,5,1967,53.241891,50.231024
"Самарская область,Самара,Промышленный район,Кирова проспект,348, Промышленный, Самара, Самарская область",80.0,8/16,5400000,2,16,2012,53.259261,50.21056
"Самара, Ленинградская улица, 72, Самарский, Самара, Самарская область",98.0,5/5,9800000,4,5,1935,53.186296,50.097382
"Самара, улица Красных Коммунаров, 15, Советский, Самара, Самарская область",68.0,3/9,4200000,3,9,1996,53.209988,50.253724
"Самара, Севастопольская улица, 39, Кировский, Самара, Самарская область",22.0,1/5,1280000,1,5,1969,53.225538,50.261872
"Самарская область,Самара,Ленинский район,Садовая улица,335, Ленинский, Самара, Самарская область",110.0,3/10,8700000,3,10,2007,53.203112,50.123397
"Самарская область,Самара,Промышленный район,Ново-Садовая улица,333, Промышленный, Самара, Самарская область",65.0,4/5,3730000,3,5,1986,53.24958,50.207865
"Самара, Парковый переулок, 5, Октябрьский, Самара, Самарская область",88.0,10/10,6500000,2,14,2010,53.224088,50.176083
"Самара, Вятская улица, 11, Промышленный, Самара, Самарская область",30.0,1/5,1580000,1,5,1980,53.199325,50.2489
"Самара, 5-я просека, 109, Октябрьский, Самара, Самарская область",47.0,3/18,3150000,1,18,2015,53.242031,50.184015
"Самара, улица Георгия Димитрова, 67, Кировский, Самара, Самарская область",58.7,9/9,3600000,3,9,1971,53.25548,50.233916
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 27, Красноглинский, Самара, Самарская область",36.0,3/3,1499000,1,3,2011,53.319511,50.30977
"Самара, Владимирская улица, 29, Железнодорожный, Самара, Самарская область",47.4,4/9,3600000,2,9,1987,53.193488,50.13786
"Самара, Ташкентская улица, 240, Промышленный, Самара, Самарская область",64.0,6/9,3680000,3,9,1986,53.267836,50.224287
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 34, Красноглинский, Самара, Самарская область",46.0,3/3,2350000,2,3,2013,53.323728,50.313112
"Самара, улица Агибалова, 48, Железнодорожный, Самара, Самарская область",86.0,5/16,7750000,3,16,2008,53.190413,50.119992
"Самара, улица Фадеева, 60, Промышленный, Самара, Самарская область",22.0,6/9,1770000,1,9,1976,53.237795,50.211584
"Ново-Вокзальный тупик, 10, Промышленный, Самара, Самарская область",45.5,12/18,2750000,1,19,2008,53.218982,50.246933
"жилой район Южный Город - 1, Волжский район, Самарская область, Николаевский проспект, 23, Самара, Самарская область",58.5,1/9,2500000,2,10,2016,53.113292,50.148981
"Самара, 5-я просека, 125, Октябрьский, Самара, Самарская область",36.0,11/16,2450000,1,16,2017,53.243341,50.180053
"Самара, Советская улица, 9Б, Кировский, Самара, Самарская область",37.0,4/10,2600000,1,9,1987,53.287182,50.121313
"Самарская область,Самара,Красноглинский район,Управленческий,Красногвардейская улица,6, Красноглинский, Самара, Самарская область",67.0,3/9,3150000,3,9,1985,53.349843,50.211
"Самара, 5-я просека, 95А, Октябрьский, Самара, Самарская область",50.0,14/17,3800000,1,19,2009,53.24333,50.182335
"Самара, Ново-Вокзальный тупик, 10, Промышленный, Самара, Самарская область",42.0,12/18,2650000,1,19,2008,53.218982,50.246933
"Самара, проспект Карла Маркса, 32, Ленинский, Самара, Самарская область",48.5,7/14,3250000,1,16,2009,53.19864,50.150975
"Самарская область,Самара,Кировский,Карла Маркса проспект,453, Кировский, Самара, Самарская область",43.0,1/9,2390000,2,9,1976,53.224503,50.213156
"посёлок Соцгород, Самара, Пугачевский тракт, 31, Куйбышевский, Самара, Самарская область",56.4,9/9,1650000,3,9,1972,53.124598,50.090851
"Самара, Запорожская улица, 29, подъезд 1, Советский, Самара, Самарская область",31.0,2/9,2300000,1,9,1991,53.207507,50.22249
"Самара, проспект Кирова, 417, Промышленный, Самара, Самарская область",32.0,9/12,2300000,1,12,1983,53.259224,50.218834
"Ново-Вокзальная ул, 223, Промышленный, Самара, Самарская область",42.4,5/5,2300000,2,5,1967,53.243352,50.213363
"ул Ставропольская, 98/1, Промышленный, Самара, Самарская область",18.9,3/5,1350000,1,5,1972,53.222406,50.231994
"Самара, улица Фадеева, 59, Промышленный, Самара, Самарская область",46.0,6/9,3200000,2,None,1,53.23495,50.212177
"Самара, улица Мичурина, 141, Октябрьский, Самара, Самарская область",62.0,5/5,2800000,3,5,1969,53.213666,50.162285
"Самара, Владимирская улица, 23, Железнодорожный, Самара, Самарская область",50.6,1/9,3350000,2,9,1985,53.194524,50.137383
"Самара, Октябрьский район, 3-й проезд, 55, Октябрьский, Самара, Самарская область",65.0,3/5,3999999,3,5,1977,53.207378,50.181563
"Самара, улица Пушкина, 223, Ленинский, Самара, Самарская область",90.0,2/10,6600000,3,10,2008,53.244295,50.058709
"Самара, улица Санфировой, 99, Октябрьский, Самара, Самарская область",50.0,7/16,3500000,0,17,2015,53.221565,50.19272
"посёлок Управленческий, Красноглинский район, Самара, улица Парижской Коммуны, 28, Красноглинский, Самара, Самарская область",63.0,7/9,2700000,3,9,1985,53.350687,50.211701
"Самарская область,Самара,Кировский,Стара Загора улица,142Б, Кировский, Самара, Самарская область",53.0,2/16,4200000,1,16,1,53.247603,50.237411
"Самара, улица Мира, 17, Красноглинский, Самара, Самарская область",48.0,3/3,2650000,2,3,2015,53.372596,50.369697
"Самара, Воронежская улица, 250, Промышленный, Самара, Самарская область",44.0,3/5,2500000,2,5,1967,53.244101,50.217603
"Кирова пр-кт, 313, Кировский, Самара, Самарская область",69.2,1/9,3450000,3,9,1970,53.247845,50.231841
"Самара, улица Стара Загора, 128Ж, Кировский, Самара, Самарская область",43.0,7/9,3050000,2,9,1975,53.245496,50.232614
"Россия, Самарская область, Самара, 6-я просека, 157, Промышленный, Самара, Самарская область",70.0,2/14,4500000,2,14,2006,53.245114,50.190725
"посёлок Управленческий, Красноглинский район, Самара, Красноглинское шоссе, 23, Красноглинский, Самара, Самарская область",55.0,5/5,2400000,3,5,1965,53.37743,50.170495
"Самара, 5-я просека, 106, Октябрьский, Самара, Самарская область",66.0,6/9,4149000,2,10,2012,53.244785,50.185354
"городской округ Самара, поселок Берёза, 1-й квартал, 2, Красноглинский, Самара, Самарская область",44.2,2/4,1400000,2,4,1964,53.517919,50.136243
"Самара, Ялтинская улица, 32, Октябрьский, Самара, Самарская область",64.0,15/17,4499000,2,19,2008,53.206752,50.186746
"Самара, Перекопская улица, 7, Советский, Самара, Самарская область",43.0,2/4,2200000,2,4,1965,53.19515,50.211566
"Самарская область,Самара,Советский район,22 Партсъезда улица,30, Советский, Самара, Самарская область",58.0,3/5,3100000,3,5,1961,53.210916,50.228688
"Красная глинка, 4-й квартал, д.1, Красноглинский, Самара, Самарская область",43.0,2/5,1640000,2,5,1962,53.38952,50.16674
"Самара, улица Мориса Тореза, 33, Железнодорожный, Самара, Самарская область",57.0,5/6,4200000,2,5,1984,53.196229,50.170379
"Самара, Парковый переулок, 5, Октябрьский, Самара, Самарская область",120.0,3/12,7800000,3,14,2010,53.224088,50.176083
"поселок Новоберёзовский, сельское поселение Лопатино, Волжский район, Самарская область, Центральная улица, 4, Самара, Самарская область",31.0,2/2,720000,1,2,1973,53.045199,50.184922
"Самара, улица Братьев Коростелёвых, 81, подъезд 2, Ленинский, Самара, Самарская область",99.0,6/8,7000000,4,8,1993,53.192927,50.113668
"Самара, 7-я просека, 92, Промышленный, Самара, Самарская область",44.6,10/19,2690000,1,20,2014,53.254348,50.200293
"Центральная улица, 27, Октябрьский, Самара, Самарская область",55.0,9/22,5000000,1,22,2012,53.221225,50.194516
"Самарская область, Волжский район, жилой район Южный Город - 1, Земская улица, 9, Самара, Самарская область",32.0,6/9,1850000,1,10,2015,53.114568,50.146295
"Россия, Самарская область, Самара, Ново-Садовая, 27, Октябрьский, Самара, Самарская область",77.0,6/9,4950000,3,9,1975,53.211849,50.139899
"пгт. Волжский, Жилгородок, 45, Самара, Самарская область",75.8,2/10,2850000,3,10,2015,53.435576,50.122076
"Самара, поселок Мехзавод, 7-й квартал, 8, Красноглинский, Самара, Самарская область",55.0,1/5,2900000,2,5,1986,53.296644,50.282165
"Торговый пер, 28, Куйбышевский, Самара, Самарская область",93.0,4/4,2200000,3,4.0,1957.0,53.114606,50.081239
"Самара, улица Гастелло, 44, подъезд 2, Советский, Самара, Самарская область",45.0,16/17,3150000,1,20,2012,53.208052,50.207695
"Самара, Аэродромная улица, 127, Советский, Самара, Самарская область",33.0,1/9,1900000,1,9.0,1983.0,53.191886,50.211135
"Самара, проспект Карла Маркса, 6, Железнодорожный, Самара, Самарская область",60.0,3/9,3550000,2,9,1989,53.192684,50.137114
"Самарская область,Самара,Октябрьский район,5-я просека,95, Октябрьский, Самара, Самарская область",50.0,20/24,3650000,1,24,2009,53.242985,50.182084
"Россия, Самарская область, Самара, Ново-Вокзальная ул, 146а, Промышленный, Самара, Самарская область",194.3,17/17,6287500,5,9.0,1976.0,53.242091,50.210551
"Самара, проспект Карла Маркса, 396, Кировский, Самара, Самарская область",65.0,5/5,3100000,4,5,1968,53.244467,50.243106
"ул Ленинская, 119, Ленинский, Самара, Самарская область",51.0,5/9,4900000,1,9,2007,53.192226,50.110829
"Самара, улица Мира, 15, Красноглинский, Самара, Самарская область",38.0,1/3,1550000,1,3,2014,53.37302,50.369463
"ул Ново-Вокзальная, 164, Промышленный, Самара, Самарская область",115.0,5/10,6550000,3,11.0,2013.0,53.245415,50.204353
"Чернореченская, 42, Ленинский, Самара, Самарская область",53.5,9/9,3565000,2,9,1983,53.200636,50.147373
"Самара, Ново-Садовая улица, 162, Октябрьский, Самара, Самарская область",58.9,5/5,2850000,4,5.0,1972.0,53.235095,50.054667
"Самара, Ново-Садовая улица, 139, подъезд 6, Октябрьский, Самара, Самарская область",54.0,15/17,5100000,1,17,2006,53.235095,50.054667
"Самара, проспект Кирова, 329, Кировский, Самара, Самарская область",35.0,8/9,2299000,1,9,1983,53.250351,50.229838
"Самара, Партизанская улица, 178, Советский, Самара, Самарская область",44.0,5/5,2100000,2,5.0,1964.0,53.187877,50.198262
"Солнечная улица, 53, Промышленный, Самара, Самарская область",112.0,2/13,7500000,2,18,2010,53.259886,50.207713
"Самара, Революционная улица, 77, Октябрьский, Самара, Самарская область",37.6,3/10,3100000,1,11,1,53.213693,50.167109
"Самара, Красноглинский район, микрорайон Крутые Ключи, улица Евгения Золотухина, 42, Красноглинский, Самара, Самарская область",33.3,3/3,1450000,1,3.0,2012.0,53.319102,50.313408
"Самара, 6-я просека, 147, Промышленный, Самара, Самарская область",74.0,5/16,4500000,2,16,2005,53.246283,50.189621
"Самара, Пятигорская улица, 4, Железнодорожный, Самара, Самарская область",57.0,9/10,3500000,2,10,1990,53.187818,50.136818
"Балаковская 18а, Советский, Самара, Самарская область",55.0,4/5,3150000,3,5.0,1966.0,53.186269,50.200858
"Самара, улица Николая Панова, 28, Октябрьский, Самара, Самарская область",46.0,8/10,2980000,1,10,1989,53.214426,50.157721
"Россия, Самарская область, Самара, Куйбышева ул, 12, Самарский, Самара, Самарская область",73.0,2/2,3500000,3,1,1880,53.179767,50.083512
"Самара, улица Волгина, 132А, Железнодорожный, Самара, Самарская область",32.0,4/5,1750000,1,5.0,1963.0,53.194125,50.182533
"Белорусская, 20, Куйбышевский, Самара, Самарская область",54.3,12/12,2200000,1,12,2008,53.146467,50.062347
"Самара, Щигровский переулок, 12, Промышленный, Самара, Самарская область",38.0,9/9,1950000,1,9,1999,53.207329,50.284276
"ул. Виталия Талабаева, д. 4, Куйбышевский, Самара, Самарская область",70.0,13/16,2800000,2,,,53.146947,50.078113
"Самара, улица Георгия Димитрова, 108, Промышленный, Самара, Самарская область",43.0,11/26,3200000,1,26,2015,53.260328,50.223757
"Самара, Куйбышевский район, ул.Егорова, д.2, Куйбышевский, Самара, Самарская область",59.7,15/18,2900000,2,18.0,2011.0,53.106871,50.080924
"Самара, проспект Карла Маркса, 453, Кировский, Самара, Самарская область",45.0,2/9,2150000,2,9.0,1976.0,53.243971,50.255808
"Самара, улица Г.С. Аксакова, 4, Железнодорожный, Самара, Самарская область",44.3,3/5,2600000,2,5,1955,53.191379,50.12982
"Россия, Самара, улица Василия Татищева, 7, Куйбышевский, Самара, Самарская область",35.7,4/5,1428000,1,None,None,53.136053,50.079846
"Самара, Ново-Вокзальная улица, 251, Промышленный, Самара, Самарская область",55.0,1/9,3000000,2,10.0,1994.0,53.245189,50.208638
"5-я просека, 113, Октябрьский, Самара, Самарская область",47.5,3/19,2950000,1,21,2016,53.24132,50.183413
"Самара, улица Советской Армии, 157, Советский, Самара, Самарская область",31.6,5/5,2000050,1,5.0,1968.0,53.218443,50.207982
"Галактионовская  55/8, Самарский, Самара, Самарская область",27.0,1/2,1430000,1,2,1898,53.189037,50.100562
"Самара, улица Дыбенко, 157, Советский, Самара, Самарская область",21.2,9/9,1290000,1,1,1978,53.206186,50.224556
"Самара, Казачья улица, 2А, подъезд 1, Куйбышевский, Самара, Самарская область",65.4,3/10,3300000,2,10.0,2010.0,53.156522,50.089611
"Самара, улица Антонова-Овсеенко, 81, Советский, Самара, Самарская область",105.0,8/10,6500000,3,10.0,2001.0,53.21105,50.217801
"Самара, Арцыбушевская улица, 169, Ленинский, Самара, Самарская область",60.0,1/1,1700000,3,1,1902,53.199638,50.126002
"Самара, Заводское шоссе, 57В, Промышленный, Самара, Самарская область",34.2,15/16,1680000,1,9,1982,53.208014,50.280719
"Самарская область,Самара,Куйбышевский район,40 лет Пионерии улица,23, Куйбышевский, Самара, Самарская область",43.2,3/5,1540000,2,5.0,1963.0,53.111152,50.081221
"Самара, улица Чкаловский Спуск, 2, Ленинский, Самара, Самарская область",62.2,1/5,7000000,2,5.0,1960.0,53.208462,50.116731
"Самара, улица Буянова, 14А, Ленинский, Самара, Самарская область",32.0,4/5,2300000,1,2,1898,53.188568,50.113614
"Самара, Осетинская улица, 7А, Куйбышевский, Самара, Самарская область",38.0,10/16,1750000,1,18,2016,53.15238,50.072687
"посёлок Соцгород, Самара, Пугачевский тракт, 16, Куйбышевский, Самара, Самарская область",50.0,6/9,1950000,2,9.0,1983.0,53.110601,50.081374
"ул Ставропольская, 109, Промышленный, Самара, Самарская область",64.8,5/5,2699999,4,5.0,1970.0,53.227366,50.245613
"Самара, Солнечная улица, 28, Промышленный, Самара, Самарская область",44.0,10/17,3500000,1,17,2014,53.249607,50.199026
"Самара, улица Льва Толстого, 91, Самарский, Самара, Самарская область",125.0,3/6,7800000,3,7,1997,53.189026,50.106706
"Самара, Физкультурная улица, 129, Промышленный, Самара, Самарская область",30.1,2/5,1700000,1,5.0,1969.0,53.221155,50.272239
"Самара, Заводское шоссе, 46, Промышленный, Самара, Самарская область",28.0,5/9,1560000,1,9.0,1980.0,53.208877,50.279218
"Самара, улица Воеводина, 6А, Кировский, Самара, Самарская область",41.6,5/5,2000000,2,5,1972,53.230697,50.297194
"Самара, проспект Масленникова, 19, Октябрьский, Самара, Самарская область",56.1,4/5,3450000,2,5,1958,53.211293,50.155134
"Самара, Самарская улица, 33, Самарский, Самара, Самарская область",66.0,2/7,4900000,2,,1.0,53.140569,50.022606
"Самара, Аэродромная улица, 3, Железнодорожный, Самара, Самарская область",45.0,2/5,2650000,2,5,1962,53.190537,50.175454
"Самара, улица 22 Партсъезда, 35, Промышленный, Самара, Самарская область",35.0,9/9,1250000,1,9.0,1974.0,53.213434,50.228006
"Россия, Самарская область, Самара, Тухачевского, 40А, Железнодорожный, Самара, Самарская область",71.0,7/25,3550000,2,12,1985,53.189706,50.148199
"Россия, Самарская область, Самара, Средне-Садовая ул, 66, Промышленный, Самара, Самарская область",42.0,7/9,2498000,1,,,53.220632,50.219463
"Самара, улица Железной Дивизии, 13, Промышленный, Самара, Самарская область",30.0,9/9,1590000,1,9,1976,53.210975,50.281312
"Самара, Солнечная улица, 43А, Промышленный, Самара, Самарская область",117.0,3/10,7200000,3,,1.0,53.255668,50.205682
"Самарская область,Самара,Красноглинский район,Симферопольская улица,1, Красноглинский, Самара, Самарская область",70.0,2/4,3400000,2,4,1956,53.343801,50.216498
"Самара, Ташкентская улица, 130, Кировский, Самара, Самарская область",77.0,2/5,4500000,4,5,1970,53.253449,50.24404
"Самара, Ново-Садовая улица, 165, Октябрьский, Самара, Самарская область",54.0,2/4,2640000,3,4.0,1934.0,53.235095,50.054667
"Самара, посёлок Соцгород, Арбатская улица, 3, Куйбышевский, Самара, Самарская область",34.0,3/4,800000,1,4.0,1960.0,53.10114,50.033745
"посёлок Сухая Самарка, Самара, Белорусская улица, 28, Куйбышевский, Самара, Самарская область",50.0,2/12,2300000,1,12,2002,53.148114,50.061449
"Самара, улица Советской Армии, 17, Советский, Самара, Самарская область",35.0,1/9,2200000,1,9.0,1984.0,53.196013,50.216768
"Россия, Самарская область, Самара, Калининградская ул, 3, Куйбышевский, Самара, Самарская область",30.0,9/9,1389000,1,9.0,1979.0,53.116076,50.069677
"Самарская область, Самара, улица Осипенко, д.2А, Октябрьский, Самара, Самарская область",35.0,9/16,3350000,1,16,1976,53.213903,50.13114
"микрорайон Крутые Ключи, Красноглинский район, Самара, улица Виталия Жалнина, 12, Красноглинский, Самара, Самарская область",50.5,2/3,2700000,2,3,2013,53.313917,50.309698
"Самара, улица Мичурина, 4, Ленинский, Самара, Самарская область",53.4,10/16,4000000,1,2,2011,53.198386,50.127754
"Самара, улица Стара Загора, 108, Промышленный, Самара, Самарская область",45.0,9/9,3150000,2,9,1978,53.238372,50.22593
"Россия, Самарская область, Самара, Красноармейская ул, 129, Железнодорожный, Самара, Самарская область",42.2,3/5,2300000,2,5.0,1962.0,53.187203,50.124088
"Самара, 5-я просека, 104, Октябрьский, Самара, Самарская область",80.0,2/16,3850000,3,16.0,2013.0,53.245033,50.18415
"Самара, Конноармейская улица, 17, Октябрьский, Самара, Самарская область",49.9,8/14,4290000,1,15,2004,53.223587,50.154029
"Самарская область,Самара,Октябрьский район,Академика Платонова улица,8, Октябрьский, Самара, Самарская область",82.0,2/10,6150000,2,10,1,53.224115,50.174214
"Самара, 5-я просека, 123, Октябрьский, Самара, Самарская область",38.0,3/12,2460000,1,13.0,2016.0,53.242802,50.181131
"Самара, улица Фрунзе, 131, Самарский, Самара, Самарская область",30.0,1/4,1700000,0,2.0,1917.0,53.190704,50.093851
"Самара, Красноглинский район, посёлок Управленческий, Красногвардейская улица, 6, Красноглинский, Самара, Самарская область",53.0,3/9,2600000,2,9,1985,53.349843,50.211
"Самара, Авроры улицад.110а, Железнодорожный, Самара, Самарская область",60.0,5/5,2997000,3,5.0,1963.0,53.192938,50.188767
"Октябрьский район, Самара, 4-й проезд, 70, Октябрьский, Самара, Самарская область",26.5,2/2,1290000,1,2.0,1946.0,53.20967,50.183871
"микрорайон Крутые Ключи, Красноглинский район, Самара, бульвар Ивана Финютина, 63, подъезд 3, Красноглинский, Самара, Самарская область",34.5,1/3,1320000,1,3,2014,53.325611,50.317433
"Самара, Осетинская улица, 11А, Куйбышевский, Самара, Самарская область",61.1,16/16,3750000,2,16,2016,53.150706,50.072669
"Самара, улица Георгия Димитрова, 118, подъезд 4, Промышленный, Самара, Самарская область",32.8,5/9,2500000,1,9.0,1983.0,53.263382,50.219723
"Самара, Заводское шоссе, 59, Промышленный, Самара, Самарская область",30.0,5/9,1300000,1,9.0,1983.0,53.208268,50.282506
"Самарская область,Самара,Октябрьский район,Ново-Садовая улица,4, Октябрьский, Самара, Самарская область",60.0,2/5,7000000,2,5,1952,53.206083,50.124807
"Самара, Ташкентская улица, 210, Промышленный, Самара, Самарская область",43.0,1/9,2330000,2,9,1980,53.26315,50.234258
"Самара, Партизанская улица, 180, Советский, Самара, Самарская область",44.2,1/5,2100000,2,5.0,1964.0,53.188999,50.198092
"Самара, Воронежская улица, 206, Промышленный, Самара, Самарская область",30.0,5/5,2000000,1,5,1967,53.240452,50.219364
"Самара, Черемшанская улица, 258, подъезд 4, Кировский, Самара, Самарская область",44.0,5/9,2400000,2,9.0,1974.0,53.246224,50.267765
"ул. Ново-Садовая, д. 201, 201А, 201Б, Октябрьский, Самара, Самарская область",38.7,16/25,2800000,1,,,53.22157,50.169202
"посёлок Сухая Самарка, Самара, Белорусская улица, 133, подъезд 3, Куйбышевский, Самара, Самарская область",44.9,5/10,2400000,1,10.0,2007.0,53.14214,50.041425
"Самара, Аэродромная улица, 7, подъезд 2, Железнодорожный, Самара, Самарская область",32.0,1/5,1750000,1,5,1962,53.190925,50.176694
"Самарская область,Самара,Кировский район,Металлургов проспект,12, Кировский, Самара, Самарская область",53.0,3/4,2500000,2,,,53.227096,50.262366
"Россия, Самарская область, Самара, Юных Пионеров пр-кт, 146, Кировский, Самара, Самарская область",70.0,9/9,2950000,3,9,1980,53.231328,50.258593
"Самара, проспект Кирова, 166, подъезд 2, Промышленный, Самара, Самарская область",73.0,4/12,3750000,3,12.0,1975.0,53.238647,50.237016
"Самара, Московское шоссе, 110, Октябрьский, Самара, Самарская область",43.9,1/5,1900000,2,5.0,1966.0,53.225139,50.190591
"Самарская область,Самара,Красноглинский район,Управленческий,Коптевская улица,3, Красноглинский, Самара, Самарская область",75.0,3/5,3150000,4,5,1973,53.342054,50.225598
