adress,area,floor,price,rooms,total_floors,year,lat,lon
"Санкт-Петербург, улица Олеко Дундича, 36к1, № 75, Санкт-Петербург",70.0,12/12,7642,6700000,3,,,59.830997
"Санкт-Петербург, Ковалёвская улица, 18к2, Ржевка, Санкт-Петербург",64.0,1/5,6012,4200000,3,5,1972,59.978097
"Санкт-Петербург, Русановская улица, 11, Народный, Санкт-Петербург",42.0,6/23,8415,4890000,1,23,2013,59.863513
"Санкт-Петербург, проспект Просвещения, 33к2, Парнас, Санкт-Петербург",82.0,12/16,7643,10990000,3,21,2005,60.070828
"Санкт-Петербург, Лермонтовский проспект, 10/53, Коломна, Санкт-Петербург",93.0,3/4,6017,9449000,2,4,1890,59.922675
"Санкт-Петербург, Софьи Ковалевской ул. 18, Академическое, Санкт-Петербург",80.0,8/9,8418,7900000,4,,,60.017472
"Санкт-Петербург, улица Лабутина, 15, Коломна, Санкт-Петербург",79.6,1/3,7648,8500000,2,3,1884,59.918296
"Санкт-Петербург, улица Софьи Ковалевской, 11к4, Гражданка, Санкт-Петербург",45.0,5/5,6022,4500000,2,5,1965,60.014652
"Пушкин, Санкт-Петербург, Сапёрная улица, 10А, Пушкин, Санкт-Петербург",30.6,1/4,8423,4000000,1,4,1959,59.703866
"Санкт-Петербург, 15-я линия Васильевского острова, 18, № 7, Санкт-Петербург",90.0,2/5,7649,14500000,3,5,1933,59.935561
"Санкт-Петербург, Коломенская улица, 5, Владимирский округ, Санкт-Петербург",111.0,6/6,6028,9500000,3,6,1905,59.926079
"Ленинградская область, Ломоносовский район, деревня Низино, Центральная улица, 6, Петергоф, Санкт-Петербург",48.2,3/5,7654,3500000,2,5,1975,59.83593
"Санкт-Петербург, проспект Ветеранов, 130, Урицк, Санкт-Петербург",97.6,2/10,8426,10800000,3,16,2004,59.832593
"Санкт-Петербург, Лиговский проспект, 257, Волковское, Санкт-Петербург",31.1,4/5,8431,4680000,1,5,1961,59.907352
"Санкт-Петербург, улица Декабристов, 6, Адмиралтейский округ, Санкт-Петербург",120.1,2/4,7655,15000000,3,4,1814,59.92883
"Санкт-Петербург, Пушкинский район, Окуловская ул. 8, Пушкин, Санкт-Петербург",64.1,12/25,7660,4999000,2,25,2010,59.665171
"Санкт-Петербург, улица Коммуны, 44к2, подъезд 4, Ржевка, Санкт-Петербург",45.6,2/9,8434,4999000,2,9,1981,59.954881
"Санкт-Петербург, Корпусная улица, 9, Чкаловское, Санкт-Петербург",158.0,4/12,6029,37500000,4,12,2013,59.962751
"посёлок Парголово, Санкт-Петербург, улица Валерия Гаврилина, 11к1, Парголово, Санкт-Петербург",39.0,11/23,7661,4500000,1,27,2017,60.078666
"Петергоф Разводная улица, 39, Петергоф, Санкт-Петербург",57.0,5/5,8435,4580000,3,5,1966,59.872566
"ул. Среднерогатская, д. 20, Звёздное, Санкт-Петербург",34.7,16/17,6035,4030000,1,18,2019,59.820282
"Даниила Хармса ул, 6, Полюстрово, Санкт-Петербург",61.0,2/18,7669,4950000,2,18,2015,60.034609
"Россия, Санкт-Петербург, Морской проспект, д.15, Чкаловское, Санкт-Петербург",110.0,5/7,8436,26000000,3,8,2011,59.971213
"ул. Заречная, д. 37, Парголово, Санкт-Петербург",37.3,3/26,7670,3900000,1,28,2015,60.082023
"Санкт-Петербург, Камышовая улица, 34к2, № 65, Санкт-Петербург",103.9,1/17,6036,8400000,5,17,1995,60.009615
"Санкт-Петербург, Невский проспект, 148, Смольнинское, Санкт-Петербург",67.7,4/5,8437,8700000,3,4,1929,59.928613
"Россия, Санкт-Петербург, Красногвардейский р-н, метро Площадь Ленина, Революции шос., 48, Полюстрово, Санкт-Петербург",43.0,3/5,7673,4200000,2,,,59.960719
"Санкт-Петербург, Моховая улица, 39, Литейный округ, Санкт-Петербург",31.0,4/4,6042,5250000,1,5,1822,59.939821
"ул Тверская, 12/15, Смольнинское, Санкт-Петербург",74.1,2/6,8441,10250000,3,5,1957,59.947059
"5-й Предпортовый пр-д, д. 2, Сестрорецк, Санкт-Петербург",42.0,6/7,6044,5299000,1,,,59.840849
"Санкт-Петербург, Тележная улица, 13, Лиговка-Ямская, Санкт-Петербург",113.5,5/6,7676,15500000,4,5,1906,59.926242
"Колпино, Санкт-Петербург, Загородная улица, 43к2, Колпино, Санкт-Петербург",44.1,3/5,8446,3390000,2,5,1972,59.773959
"Невский пр-кт, д.105, Лиговка-Ямская, Санкт-Петербург",143.0,2/5,7677,27000000,3,5,1892,59.929443
"Санкт-Петербург, проспект Энгельса, 93, Светлановское, Санкт-Петербург",77.0,8/24,6045,8790000,2,25,2005,60.024913
"Санкт-Петербург, Дунайский проспект, 7к7, Звёздное, Санкт-Петербург",55.8,14/23,8448,9000000,2,23,2013,59.826302
"Лени Голикова ул, 86, Дачное, Санкт-Петербург",48.4,2/9,7678,4800000,2,9,1969,59.835464
"Ленинградская область, Всеволожский район, посёлок Мурино, Воронцовский бульвар, 12, Санкт-Петербург",46.5,3/23,6047,4400000,1,23,2016,60.057967
"Ленинградская область, Всеволожский район, посёлок Мурино, Привокзальная площадь, 1Ак1, Санкт-Петербург",39.0,18/24,8455,4990000,1,17,2014,60.050237
"Санкт-Петербург, Русановская улица, 17к1, Народный, Санкт-Петербург",34.9,1/13,7681,3150000,1,23,2013,59.864851
"Санкт-Петербург, проспект Энгельса, 93, Светлановское, Санкт-Петербург",50.0,5/24,6051,5250000,1,25,2005,60.024913
"Санкт-Петербург, проспект Космонавтов, 65к2, Звёздное, Санкт-Петербург",33.6,8/13,8456,5350000,1,25,2011,59.836685
"Санкт-Петербург, проспект Юрия Гагарина, 28к1, Гагаринское, Санкт-Петербург",32.2,8/24,7687,3527000,1,13,1968,59.854544
"Санкт-Петербург, Будапештская улица, 19к2, Купчино, Санкт-Петербург",12.0,1/5,6058,1550000,0,5,1966,59.863676
"Санкт-Петербург, улица Чайковского, 81, Смольнинское, Санкт-Петербург",44.0,6/6,8457,10500000,1,5,1876,59.94618
"посёлок Мурино, Всеволожский район, Ленинградская область, Новая улица, 7к2, Санкт-Петербург",35.0,20/27,7688,3750000,1,27,2014,60.041966
"Санкт-Петербург пр.Ветеранов дом 146/22, Константиновское, Санкт-Петербург",62.0,9/12,6062,4700000,3,12,1984,59.833873
"Сестрорецк, Санкт-Петербург, Дубковское шоссе, 17, Сестрорецк, Санкт-Петербург",45.1,8/9,8459,5190000,2,9,1983,60.090235
"Россия, Санкт-Петербург, Выборгский р-н, метро Удельная, Удельный пр., 31, Светлановское, Санкт-Петербург",54.0,3/5,7691,6400000,2,5,1957,60.019644
"Санкт-Петербург, Загребский бульвар, 21, Георгиевский, Санкт-Петербург",24.0,6/16,8460,2690000,0,16,1979,59.841523
"город Санкт-Петербург улица Орловская дом 1 корпус 2, Смольнинское, Санкт-Петербург",171.1,7/8,6063,56500000,3,,,59.941479
"Санкт-Петербург, Пулковское шоссе, 36к4, Звёздное, Санкт-Петербург",43.0,19/24,7693,5450000,1,25,2014,59.821481
"Санкт-Петербург, Кузнецовская улица, 30, Московская застава, Санкт-Петербург",80.0,5/5,8462,15999000,3,5,1954,59.871848
"Санкт-Петербург, улица Димитрова, 3к1, Георгиевский, Санкт-Петербург",58.0,16/24,6064,7350000,2,16,1995,59.845071
"Санкт-Петербург, 7-я Советская улица, 35-37, подъезд 2, Смольнинское, Санкт-Петербург",97.5,2/4,7694,11200000,3,5,1899,59.934245
